_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,hiddeninput,notpossible,possible,selectedtags_desc,all_runs_events,all_runs_total_events,best_runs_events,best_runs_total_events,doc_id,gold_total_events,hiddeninput_gold,lowercase_sentence,notpossible_gold,possible_gold,selectedtags_desc_gold,sentence,sentence_id,tokens
2020540343,11/23/2018 01:58:44,4274084498,11/23/2018 01:55:56,False,instagc,1,8d2c1b1e71575f97daec7742b3dc915a,USA,,,a89772320db250dec70c97f32072ee52,,,something that already happened,"[""campaign__266__274""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
2020540343,11/23/2018 04:11:41,4274459622,11/23/2018 04:11:08,False,instagc,1,c788783f1060ff8fef9ec5bdfcc9d55b,USA,MO,Troy,f0f6fa11fc5bfa3859863e0585943f2d,,,His campaign is a noun,"[""informed__37__45"",""face__69__73"",""investigation__83__96"",""abused__113__119"",""get__230__233""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
2020540343,11/23/2018 04:23:59,4274488093,11/23/2018 04:23:39,False,coinworker,1,7e99298fec7b173dab7013e1543c4eb5,USA,WA,Tacoma,9fc13b23643e7f0a509ffcff1b50216d,,,The other selections are not applicable.,"[""informed__37__45"",""face__69__73"",""investigation__83__96"",""abused__113__119"",""get__230__233""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
2020540343,11/23/2018 04:48:22,4274550446,11/23/2018 04:48:14,False,elite,1,52ac4409b9b342d4591e4a7513ca1cf7,USA,FL,Delray Beach,ad39ec5e4e2f41edd995540a7db3be41,,,There are no other valid actions or events mentioned in the text.,"[""informed__37__45"",""face__69__73"",""investigation__83__96"",""abused__113__119"",""get__230__233"",""campaign__266__274""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
2020540343,11/23/2018 10:05:20,4275079074,11/23/2018 10:05:04,False,prodege,1,e0308c455050640c285126402dc9f391,GBR,L9,Sheffield,83d14be9f4c6f53f5416eb2a26e56b2b,,,Was unable to continue with task without entering text here even though I had ticked several words that would/will/are happen[ing],"[""informed__37__45"",""face__69__73"",""investigation__83__96"",""get__230__233""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
2020540343,11/23/2018 12:49:40,4275426696,11/23/2018 12:48:58,False,clixsense,1,0a3302e56f7d6a1edc99700f53076e2d,USA,IA,Council Bluffs,6166beea8b223db545194f848d9838ca,,,Action words selected,"[""informed__37__45"",""face__69__73"",""investigation__83__96"",""abused__113__119"",""get__230__233"",""campaign__266__274""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
2020540343,11/23/2018 16:12:37,4275896458,11/23/2018 16:12:07,False,prodege,1,8c25df2c922aa970877f0c85094a1054,USA,TX,Waco,d92732d06937e304c8c578a4f10ea4f6,,,The other three are just possibly things that happened,"[""informed__37__45"",""face__69__73"",""investigation__83__96""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
2020540343,11/23/2018 18:47:14,4276241802,11/23/2018 18:46:48,False,neodev,1,df62d9efae6710496457cddd07bd6d98,USA,IL,Round Lake,cf883aaab3d280c04982113e473a28b3,,,not sure if I got them all,"[""informed__37__45"",""investigation__83__96"",""abused__113__119""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
2020540343,11/23/2018 20:14:01,4276426968,11/23/2018 20:13:03,False,instagc,1,07fe811ad57531a29d0ce82daedb4ad7,USA,MO,Saint Louis,114bf12f15f93b3c5f288f081fe3c473,,,I'm not sure. This task is confusing. There are no guidelines. Please don't penalize me.,"[""investigation__83__96"",""campaign__266__274""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
2020540343,11/23/2018 22:08:16,4276636841,11/23/2018 22:07:01,False,prodege,1,f6dacb3530c9e8a63fd8d6e7ae4b1add,CAN,BC,Burnaby,d4943ebdefc9e5b3e89f70aa9ae3efa6,,,"None of the other words have a past, present, or future tense nor refer to events that have occurred, are occurring, or will occur.","[""informed__37__45"",""face__69__73"",""investigation__83__96"",""abused__113__119"",""get__230__233"",""campaign__266__274""]",informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,informed__37__45###face__69__73###investigation__83__96###abused__113__119###get__230__233###campaign__266__274,6,nyt_20130321_sarkozy,6,,"former president nicolas sarkozy was informed thursday that he would face a formal investigation into whether he abused the frailty of liliane bettencourt , 90 , the heiress to the l'oreal fortune and france s richest woman , to get funds for his 2007 presidential campaign 0",,,,"Former President Nicolas Sarkozy was informed Thursday that he would face a formal investigation into whether he abused the frailty of Liliane Bettencourt , 90 , the heiress to the L'Oreal fortune and France 's richest woman , to get funds for his 2007 presidential campaign .",0,47
2020540345,11/22/2018 16:17:36,4272477850,11/22/2018 16:16:35,False,prodege,1,e1348a79a458a304fb5c1eaa37e3d459,CAN,ON,Toronto,ceed53095afa525d57056c8f00fc9845,,,no other words need to be selected,"[""denied__16__22"",""alleged__159__166""]",denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,5,denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,5,nyt_20130321_sarkozy,3,,"mr. sarkozy has denied accepting illegal campaign funds from ms. bettencourt , either personally or through his party treasurer at the time , eric woerth , as alleged by her former butler 0",,,,"Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt , either personally or through his party treasurer at the time , Eric Woerth , as alleged by her former butler .",1,33
2020540345,11/22/2018 16:30:30,4272511958,11/22/2018 16:29:15,False,prodege,1,6bf9daffaf6238ab026dd2dababe3a5e,CAN,ON,Windsor,2205a4d1d66507ef73c71ac658a9e424,,,these events fit the description,"[""campaign__41__49"",""denied accepting__16__32""]",denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,5,denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,5,nyt_20130321_sarkozy,3,,"mr. sarkozy has denied accepting illegal campaign funds from ms. bettencourt , either personally or through his party treasurer at the time , eric woerth , as alleged by her former butler 0",,,,"Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt , either personally or through his party treasurer at the time , Eric Woerth , as alleged by her former butler .",1,33
2020540345,11/22/2018 16:55:45,4272606164,11/22/2018 16:55:07,False,elite,1,fd4c8cbeb7fe01499480d1344c50df5f,CAN,BC,Kelowna,9a5911918af993ae309683da2eeca310,,,there are no other actions,"[""denied__16__22"",""accepting__23__32"",""alleged__159__166"",""campaign__41__49"",""denied accepting__16__32""]",denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,5,denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,5,nyt_20130321_sarkozy,3,,"mr. sarkozy has denied accepting illegal campaign funds from ms. bettencourt , either personally or through his party treasurer at the time , eric woerth , as alleged by her former butler 0",,,,"Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt , either personally or through his party treasurer at the time , Eric Woerth , as alleged by her former butler .",1,33
2020540345,11/22/2018 17:45:44,4272743303,11/22/2018 17:45:35,False,prodege,1,d4ea94442353cb59b9cd510e3faf67e2,CAN,NS,Inverness,b46e4a4b1f960221fbb897366f106341,,,I don;'t know for sure,"[""denied__16__22"",""accepting__23__32"",""denied accepting__16__32""]",denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,5,denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,5,nyt_20130321_sarkozy,3,,"mr. sarkozy has denied accepting illegal campaign funds from ms. bettencourt , either personally or through his party treasurer at the time , eric woerth , as alleged by her former butler 0",,,,"Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt , either personally or through his party treasurer at the time , Eric Woerth , as alleged by her former butler .",1,33
2020540345,11/22/2018 18:09:37,4272819191,11/22/2018 18:05:52,False,neodev,1,fc9c9fa63b30fe0a549876f890baee33,GBR,B7,Bristol,993cbb81931f1e5d568aa2062cc62b7b,,,denied accepting is already covered once,"[""denied__16__22"",""accepting__23__32"",""alleged__159__166"",""campaign__41__49""]",denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,5,denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,5,nyt_20130321_sarkozy,3,,"mr. sarkozy has denied accepting illegal campaign funds from ms. bettencourt , either personally or through his party treasurer at the time , eric woerth , as alleged by her former butler 0",,,,"Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt , either personally or through his party treasurer at the time , Eric Woerth , as alleged by her former butler .",1,33
2020540345,11/22/2018 19:02:46,4273005503,11/22/2018 19:02:29,False,clixsense,1,a87d4e3441b57d5992d9c53d4bf63829,GBR,,,f5b3ce8a4375e1c2afb7ba7eab91103e,,,no comments,"[""denied__16__22"",""accepting__23__32"",""alleged__159__166"",""campaign__41__49"",""denied accepting__16__32""]",denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,5,denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,5,nyt_20130321_sarkozy,3,,"mr. sarkozy has denied accepting illegal campaign funds from ms. bettencourt , either personally or through his party treasurer at the time , eric woerth , as alleged by her former butler 0",,,,"Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt , either personally or through his party treasurer at the time , Eric Woerth , as alleged by her former butler .",1,33
2020540345,11/22/2018 20:38:54,4273259673,11/22/2018 20:38:40,False,prodege,1,d8d245c91422aa1ee8390a5faf482603,GBR,C9,Workington,1e8253b2d8367620dd9d7ef00c2569c4,,,There are no more relevant words in the boxes.,"[""denied__16__22"",""accepting__23__32"",""alleged__159__166"",""campaign__41__49"",""denied accepting__16__32""]",denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,5,denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,5,nyt_20130321_sarkozy,3,,"mr. sarkozy has denied accepting illegal campaign funds from ms. bettencourt , either personally or through his party treasurer at the time , eric woerth , as alleged by her former butler 0",,,,"Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt , either personally or through his party treasurer at the time , Eric Woerth , as alleged by her former butler .",1,33
2020540345,11/23/2018 00:03:31,4273748620,11/23/2018 00:03:21,False,clixsense,1,623fdeab4ddd1aa6449bfd3e99c650df,GBR,,,7f4b5e7b5cd1d4057e8e34d8d702d4a3,,,"no other word describe things That Happened, Are Happening, Or Will Happen","[""alleged__159__166"",""campaign__41__49"",""denied accepting__16__32""]",denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,5,denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,5,nyt_20130321_sarkozy,3,,"mr. sarkozy has denied accepting illegal campaign funds from ms. bettencourt , either personally or through his party treasurer at the time , eric woerth , as alleged by her former butler 0",,,,"Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt , either personally or through his party treasurer at the time , Eric Woerth , as alleged by her former butler .",1,33
2020540345,11/23/2018 00:54:54,4273881984,11/23/2018 00:53:34,False,elite,1,cb5eacefa178c476ce0c45f11a40da4d,USA,DC,Washington,011de356465b3dc521d7c2fe16df9ba4,,,The selected verbs not nouns express action,"[""denied__16__22"",""accepting__23__32"",""alleged__159__166"",""denied accepting__16__32""]",denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,5,denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,5,nyt_20130321_sarkozy,3,,"mr. sarkozy has denied accepting illegal campaign funds from ms. bettencourt , either personally or through his party treasurer at the time , eric woerth , as alleged by her former butler 0",,,,"Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt , either personally or through his party treasurer at the time , Eric Woerth , as alleged by her former butler .",1,33
2020540345,11/23/2018 02:20:22,4274151038,11/23/2018 02:17:21,False,instagc,1,8d2c1b1e71575f97daec7742b3dc915a,USA,,,a89772320db250dec70c97f32072ee52,,,something that already happened,"[""campaign__41__49""]",denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,5,denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,5,nyt_20130321_sarkozy,3,,"mr. sarkozy has denied accepting illegal campaign funds from ms. bettencourt , either personally or through his party treasurer at the time , eric woerth , as alleged by her former butler 0",,,,"Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt , either personally or through his party treasurer at the time , Eric Woerth , as alleged by her former butler .",1,33
2020540345,11/23/2018 04:26:18,4274495577,11/23/2018 04:25:51,False,coinworker,1,7e99298fec7b173dab7013e1543c4eb5,USA,WA,Tacoma,9fc13b23643e7f0a509ffcff1b50216d,,,The other selections are not applicable.,"[""alleged__159__166"",""denied accepting__16__32""]",denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,5,denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,5,nyt_20130321_sarkozy,3,,"mr. sarkozy has denied accepting illegal campaign funds from ms. bettencourt , either personally or through his party treasurer at the time , eric woerth , as alleged by her former butler 0",,,,"Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt , either personally or through his party treasurer at the time , Eric Woerth , as alleged by her former butler .",1,33
