duration,input.all_runs_times,input.doc_id,input.lowercase_sentence,input.sentence,input.sentence_id,input.time_expressions,job,output.selectedtags_desc,output.selectedtags_desc.annotations,output.selectedtags_desc.unique_annotations,worker,uqs,unit_annotation_score,uqs_initial,unit_annotation_score_initial,validated_time,no_of_annotations,validated_time_final_score,validated_time_initial_score,Experts
46.5,1957 - 58__60__69###1957__60__64###58__67__69,bbc_20130322_1150,"mr lowe also took part in the trans-antarctic expedition of 1957 - 58 , which made the first successful overland crossing of antarctica via the south pole .","Mr Lowe also took part in the trans-Antarctic expedition of 1957 - 58 , which made the first successful overland crossing of Antarctica via the South Pole .",4,2,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'1957 - 58__60__69': 20, '1957__60__64': 8, '58__67__69': 7})",35,3,20,0.7775961499960001,"Counter({'1957 - 58__60__69': 1.0, '1957__60__64': 0.4634017883596466, '58__67__69': 0.40455856296051784})",0.7878851581719002,"Counter({'1957 - 58__60__69': 1.0, '1957__60__64': 0.4, '58__67__69': 0.35})",1957 - 58__60__69,20,1.0,1.0,0.0
46.5,1957 - 58__60__69###1957__60__64###58__67__69,bbc_20130322_1150,"mr lowe also took part in the trans-antarctic expedition of 1957 - 58 , which made the first successful overland crossing of antarctica via the south pole .","Mr Lowe also took part in the trans-Antarctic expedition of 1957 - 58 , which made the first successful overland crossing of Antarctica via the South Pole .",4,2,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'1957 - 58__60__69': 20, '1957__60__64': 8, '58__67__69': 7})",35,3,20,0.7775961499960001,"Counter({'1957 - 58__60__69': 1.0, '1957__60__64': 0.4634017883596466, '58__67__69': 0.40455856296051784})",0.7878851581719002,"Counter({'1957 - 58__60__69': 1.0, '1957__60__64': 0.4, '58__67__69': 0.35})",1957__60__64,8,0.4634017883596466,0.4,1.0
46.5,1957 - 58__60__69###1957__60__64###58__67__69,bbc_20130322_1150,"mr lowe also took part in the trans-antarctic expedition of 1957 - 58 , which made the first successful overland crossing of antarctica via the south pole .","Mr Lowe also took part in the trans-Antarctic expedition of 1957 - 58 , which made the first successful overland crossing of Antarctica via the South Pole .",4,2,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'1957 - 58__60__69': 20, '1957__60__64': 8, '58__67__69': 7})",35,3,20,0.7775961499960001,"Counter({'1957 - 58__60__69': 1.0, '1957__60__64': 0.4634017883596466, '58__67__69': 0.40455856296051784})",0.7878851581719002,"Counter({'1957 - 58__60__69': 1.0, '1957__60__64': 0.4, '58__67__69': 0.35})",58__67__69,7,0.40455856296051773,0.35,1.0
46.5,1957 - 58__60__69###1957__60__64###58__67__69,bbc_20130322_1150,"mr lowe also took part in the trans-antarctic expedition of 1957 - 58 , which made the first successful overland crossing of antarctica via the south pole .","Mr Lowe also took part in the trans-Antarctic expedition of 1957 - 58 , which made the first successful overland crossing of Antarctica via the South Pole .",4,2,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'1957 - 58__60__69': 20, '1957__60__64': 8, '58__67__69': 7})",35,3,20,0.7775961499960001,"Counter({'1957 - 58__60__69': 1.0, '1957__60__64': 0.4634017883596466, '58__67__69': 0.40455856296051784})",0.7878851581719002,"Counter({'1957 - 58__60__69': 1.0, '1957__60__64': 0.4, '58__67__69': 0.35})",no_time,0,0.0,0.0,0.0
33.4,1984__19__23###last June__75__84,bbc_20130322_1150,"the last british climbing member of the 1953 team , mike westmacott , died last june .","The last British climbing member of the 1953 team , Mike Westmacott , died last June .",19,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'last june__75__84': 18, '1984__19__23': 10})",28,2,20,0.7838289451184476,"Counter({'last june__75__84': 0.9378980994181901, '1984__19__23': 0.5229647811614817})",0.7467486894416254,"Counter({'last june__75__84': 0.9, '1984__19__23': 0.5})",1984__19__23,10,0.5229647811614817,0.5,0.0
33.4,1984__19__23###last June__75__84,bbc_20130322_1150,"the last british climbing member of the 1953 team , mike westmacott , died last june .","The last British climbing member of the 1953 team , Mike Westmacott , died last June .",19,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'last june__75__84': 18, '1984__19__23': 10})",28,2,20,0.7838289451184476,"Counter({'last june__75__84': 0.9378980994181901, '1984__19__23': 0.5229647811614817})",0.7467486894416254,"Counter({'last june__75__84': 0.9, '1984__19__23': 0.5})",last june__75__84,18,0.93789809941819,0.9,1.0
33.4,1984__19__23###last June__75__84,bbc_20130322_1150,"the last british climbing member of the 1953 team , mike westmacott , died last june .","The last British climbing member of the 1953 team , Mike Westmacott , died last June .",19,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'last june__75__84': 18, '1984__19__23': 10})",28,2,20,0.7838289451184476,"Counter({'last june__75__84': 0.9378980994181901, '1984__19__23': 0.5229647811614817})",0.7467486894416254,"Counter({'last june__75__84': 0.9, '1984__19__23': 0.5})",no_time,0,0.0,0.0,0.0
43.35,1995__23__27###100 days__106__114###the 99th day__138__150###day__147__150###99th day__142__150###100__106__109,bbc_20130322_1150,"speaking to the bbc in 1995 , mr lowe said of his antarctic adventure : `` we estimated we could do it in 100 days , and we got across on the 99th day .","Speaking to the BBC in 1995 , Mr Lowe said of his Antarctic adventure : `` We estimated we could do it in 100 days , and we got across on the 99th day .",6,3,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'1995__23__27': 14, '100 days__106__114': 14, 'the 99th day__138__150': 12, '99th day__142__150': 11, 'day__147__150': 8, '100__106__109': 4})",63,6,20,0.5600312527559947,"Counter({'1995__23__27': 0.7563105407461224, '100 days__106__114': 0.7331996709996236, 'the 99th day__138__150': 0.6285946170750523, '99th day__142__150': 0.5797660787802369, 'day__147__150': 0.4401881668591568, '100__106__109': 0.24213443300706183})",0.5229482957666741,"Counter({'1995__23__27': 0.7, '100 days__106__114': 0.7, 'the 99th day__138__150': 0.6, '99th day__142__150': 0.55, 'day__147__150': 0.4, '100__106__109': 0.2})",1995__23__27,14,0.7563105407461224,0.7,1.0
43.35,1995__23__27###100 days__106__114###the 99th day__138__150###day__147__150###99th day__142__150###100__106__109,bbc_20130322_1150,"speaking to the bbc in 1995 , mr lowe said of his antarctic adventure : `` we estimated we could do it in 100 days , and we got across on the 99th day .","Speaking to the BBC in 1995 , Mr Lowe said of his Antarctic adventure : `` We estimated we could do it in 100 days , and we got across on the 99th day .",6,3,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'1995__23__27': 14, '100 days__106__114': 14, 'the 99th day__138__150': 12, '99th day__142__150': 11, 'day__147__150': 8, '100__106__109': 4})",63,6,20,0.5600312527559947,"Counter({'1995__23__27': 0.7563105407461224, '100 days__106__114': 0.7331996709996236, 'the 99th day__138__150': 0.6285946170750523, '99th day__142__150': 0.5797660787802369, 'day__147__150': 0.4401881668591568, '100__106__109': 0.24213443300706183})",0.5229482957666741,"Counter({'1995__23__27': 0.7, '100 days__106__114': 0.7, 'the 99th day__138__150': 0.6, '99th day__142__150': 0.55, 'day__147__150': 0.4, '100__106__109': 0.2})",100 days__106__114,14,0.7331996709996236,0.7,1.0
43.35,1995__23__27###100 days__106__114###the 99th day__138__150###day__147__150###99th day__142__150###100__106__109,bbc_20130322_1150,"speaking to the bbc in 1995 , mr lowe said of his antarctic adventure : `` we estimated we could do it in 100 days , and we got across on the 99th day .","Speaking to the BBC in 1995 , Mr Lowe said of his Antarctic adventure : `` We estimated we could do it in 100 days , and we got across on the 99th day .",6,3,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'1995__23__27': 14, '100 days__106__114': 14, 'the 99th day__138__150': 12, '99th day__142__150': 11, 'day__147__150': 8, '100__106__109': 4})",63,6,20,0.5600312527559947,"Counter({'1995__23__27': 0.7563105407461224, '100 days__106__114': 0.7331996709996236, 'the 99th day__138__150': 0.6285946170750523, '99th day__142__150': 0.5797660787802369, 'day__147__150': 0.4401881668591568, '100__106__109': 0.24213443300706183})",0.5229482957666741,"Counter({'1995__23__27': 0.7, '100 days__106__114': 0.7, 'the 99th day__138__150': 0.6, '99th day__142__150': 0.55, 'day__147__150': 0.4, '100__106__109': 0.2})",the 99th day__138__150,12,0.6285946170750523,0.6,1.0
43.35,1995__23__27###100 days__106__114###the 99th day__138__150###day__147__150###99th day__142__150###100__106__109,bbc_20130322_1150,"speaking to the bbc in 1995 , mr lowe said of his antarctic adventure : `` we estimated we could do it in 100 days , and we got across on the 99th day .","Speaking to the BBC in 1995 , Mr Lowe said of his Antarctic adventure : `` We estimated we could do it in 100 days , and we got across on the 99th day .",6,3,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'1995__23__27': 14, '100 days__106__114': 14, 'the 99th day__138__150': 12, '99th day__142__150': 11, 'day__147__150': 8, '100__106__109': 4})",63,6,20,0.5600312527559947,"Counter({'1995__23__27': 0.7563105407461224, '100 days__106__114': 0.7331996709996236, 'the 99th day__138__150': 0.6285946170750523, '99th day__142__150': 0.5797660787802369, 'day__147__150': 0.4401881668591568, '100__106__109': 0.24213443300706183})",0.5229482957666741,"Counter({'1995__23__27': 0.7, '100 days__106__114': 0.7, 'the 99th day__138__150': 0.6, '99th day__142__150': 0.55, 'day__147__150': 0.4, '100__106__109': 0.2})",day__147__150,8,0.4401881668591568,0.4,0.0
43.35,1995__23__27###100 days__106__114###the 99th day__138__150###day__147__150###99th day__142__150###100__106__109,bbc_20130322_1150,"speaking to the bbc in 1995 , mr lowe said of his antarctic adventure : `` we estimated we could do it in 100 days , and we got across on the 99th day .","Speaking to the BBC in 1995 , Mr Lowe said of his Antarctic adventure : `` We estimated we could do it in 100 days , and we got across on the 99th day .",6,3,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'1995__23__27': 14, '100 days__106__114': 14, 'the 99th day__138__150': 12, '99th day__142__150': 11, 'day__147__150': 8, '100__106__109': 4})",63,6,20,0.5600312527559947,"Counter({'1995__23__27': 0.7563105407461224, '100 days__106__114': 0.7331996709996236, 'the 99th day__138__150': 0.6285946170750523, '99th day__142__150': 0.5797660787802369, 'day__147__150': 0.4401881668591568, '100__106__109': 0.24213443300706183})",0.5229482957666741,"Counter({'1995__23__27': 0.7, '100 days__106__114': 0.7, 'the 99th day__138__150': 0.6, '99th day__142__150': 0.55, 'day__147__150': 0.4, '100__106__109': 0.2})",99th day__142__150,11,0.5797660787802369,0.55,0.0
43.35,1995__23__27###100 days__106__114###the 99th day__138__150###day__147__150###99th day__142__150###100__106__109,bbc_20130322_1150,"speaking to the bbc in 1995 , mr lowe said of his antarctic adventure : `` we estimated we could do it in 100 days , and we got across on the 99th day .","Speaking to the BBC in 1995 , Mr Lowe said of his Antarctic adventure : `` We estimated we could do it in 100 days , and we got across on the 99th day .",6,3,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'1995__23__27': 14, '100 days__106__114': 14, 'the 99th day__138__150': 12, '99th day__142__150': 11, 'day__147__150': 8, '100__106__109': 4})",63,6,20,0.5600312527559947,"Counter({'1995__23__27': 0.7563105407461224, '100 days__106__114': 0.7331996709996236, 'the 99th day__138__150': 0.6285946170750523, '99th day__142__150': 0.5797660787802369, 'day__147__150': 0.4401881668591568, '100__106__109': 0.24213443300706183})",0.5229482957666741,"Counter({'1995__23__27': 0.7, '100 days__106__114': 0.7, 'the 99th day__138__150': 0.6, '99th day__142__150': 0.55, 'day__147__150': 0.4, '100__106__109': 0.2})",100__106__109,4,0.24213443300706186,0.2,0.0
43.35,1995__23__27###100 days__106__114###the 99th day__138__150###day__147__150###99th day__142__150###100__106__109,bbc_20130322_1150,"speaking to the bbc in 1995 , mr lowe said of his antarctic adventure : `` we estimated we could do it in 100 days , and we got across on the 99th day .","Speaking to the BBC in 1995 , Mr Lowe said of his Antarctic adventure : `` We estimated we could do it in 100 days , and we got across on the 99th day .",6,3,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'1995__23__27': 14, '100 days__106__114': 14, 'the 99th day__138__150': 12, '99th day__142__150': 11, 'day__147__150': 8, '100__106__109': 4})",63,6,20,0.5600312527559947,"Counter({'1995__23__27': 0.7563105407461224, '100 days__106__114': 0.7331996709996236, 'the 99th day__138__150': 0.6285946170750523, '99th day__142__150': 0.5797660787802369, 'day__147__150': 0.4401881668591568, '100__106__109': 0.24213443300706183})",0.5229482957666741,"Counter({'1995__23__27': 0.7, '100 days__106__114': 0.7, 'the 99th day__138__150': 0.6, '99th day__142__150': 0.55, 'day__147__150': 0.4, '100__106__109': 0.2})",no_time,0,0.0,0.0,0.0
28.2,2003__25__29###2003 .__25__31,bbc_20130322_332,it invested in tnk-bp in 2003 .,It invested in TNK-BP in 2003 .,3,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'2003__25__29': 17, '2003 .__25__31': 7, 'no_time': 1})",25,3,20,0.6889133932192346,"Counter({'2003__25__29': 0.870390245258156, '2003 .__25__31': 0.37372223043665775, 'no_time': 0.04115622965882142})",0.6657761825424127,"Counter({'2003__25__29': 0.85, '2003 .__25__31': 0.35, 'no_time': 0.05})",2003__25__29,17,0.8703902452581559,0.85,1.0
28.2,2003__25__29###2003 .__25__31,bbc_20130322_332,it invested in tnk-bp in 2003 .,It invested in TNK-BP in 2003 .,3,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'2003__25__29': 17, '2003 .__25__31': 7, 'no_time': 1})",25,3,20,0.6889133932192346,"Counter({'2003__25__29': 0.870390245258156, '2003 .__25__31': 0.37372223043665775, 'no_time': 0.04115622965882142})",0.6657761825424127,"Counter({'2003__25__29': 0.85, '2003 .__25__31': 0.35, 'no_time': 0.05})",2003 .__25__31,7,0.37372223043665775,0.35,0.0
28.2,2003__25__29###2003 .__25__31,bbc_20130322_332,it invested in tnk-bp in 2003 .,It invested in TNK-BP in 2003 .,3,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'2003__25__29': 17, '2003 .__25__31': 7, 'no_time': 1})",25,3,20,0.6889133932192346,"Counter({'2003__25__29': 0.870390245258156, '2003 .__25__31': 0.37372223043665775, 'no_time': 0.04115622965882142})",0.6657761825424127,"Counter({'2003__25__29': 0.85, '2003 .__25__31': 0.35, 'no_time': 0.05})",no_time,1,0.04115622965882142,0.05,0.0
36.25,2003__6__10,bbc_20130322_332,"`` in 2003 bp invested around $ 8bn in cash , shares and assets in the formation of tnk-bp , '' the oil giant said .","`` In 2003 BP invested around $ 8bn in cash , shares and assets in the formation of TNK-BP , '' the oil giant said .",7,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'2003__6__10': 19, 'no_time': 1})",20,2,20,0.9428729940866682,"Counter({'2003__6__10': 0.972150714294798, 'no_time': 0.02784928570520211})",0.9,"Counter({'2003__6__10': 0.95, 'no_time': 0.05})",2003__6__10,19,0.9721507142947979,0.95,1.0
36.25,2003__6__10,bbc_20130322_332,"`` in 2003 bp invested around $ 8bn in cash , shares and assets in the formation of tnk-bp , '' the oil giant said .","`` In 2003 BP invested around $ 8bn in cash , shares and assets in the formation of TNK-BP , '' the oil giant said .",7,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'2003__6__10': 19, 'no_time': 1})",20,2,20,0.9428729940866682,"Counter({'2003__6__10': 0.972150714294798, 'no_time': 0.02784928570520211})",0.9,"Counter({'2003__6__10': 0.95, 'no_time': 0.05})",no_time,1,0.02784928570520211,0.05,0.0
34.05,2005__132__136,bbc_20130322_1150,"dr lewis-jones , the former curator at the scott polar research institute at the university of cambridge , who first met mr lowe in 2005 , called him a `` hero '' .","Dr Lewis-Jones , the former curator at the Scott Polar Research Institute at the University of Cambridge , who first met Mr Lowe in 2005 , called him a `` hero '' .",13,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,Counter({'2005__132__136': 20}),20,1,20,1.0,Counter({'2005__132__136': 1.0}),1.0,Counter({'2005__132__136': 1.0}),2005__132__136,20,1.0,1.0,1.0
34.05,2005__132__136,bbc_20130322_1150,"dr lewis-jones , the former curator at the scott polar research institute at the university of cambridge , who first met mr lowe in 2005 , called him a `` hero '' .","Dr Lewis-Jones , the former curator at the Scott Polar Research Institute at the University of Cambridge , who first met Mr Lowe in 2005 , called him a `` hero '' .",13,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,Counter({'2005__132__136': 20}),20,1,20,1.0,Counter({'2005__132__136': 1.0}),1.0,Counter({'2005__132__136': 1.0}),no_time,0,0.0,0.0,0.0
114.15,2005__132__136###former__21__27,bbc_20130322_1150,"`` i do n't often use that word but then it is not very often that you get to meet one , '' he said .","`` I do n't often use that word but then it is not very often that you get to meet one , '' he said .",14,0,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'former__21__27': 12, '2005__132__136': 11, 'no_time': 3})",26,3,20,0.4783923726919492,"Counter({'former__21__27': 0.5922992500592374, '2005__132__136': 0.5889891254858235, 'no_time': 0.16474720352009392})",0.471942355570064,"Counter({'former__21__27': 0.6, '2005__132__136': 0.55, 'no_time': 0.15})",2005__132__136,11,0.5889891254858235,0.55,0.0
114.15,2005__132__136###former__21__27,bbc_20130322_1150,"`` i do n't often use that word but then it is not very often that you get to meet one , '' he said .","`` I do n't often use that word but then it is not very often that you get to meet one , '' he said .",14,0,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'former__21__27': 12, '2005__132__136': 11, 'no_time': 3})",26,3,20,0.4783923726919492,"Counter({'former__21__27': 0.5922992500592374, '2005__132__136': 0.5889891254858235, 'no_time': 0.16474720352009392})",0.471942355570064,"Counter({'former__21__27': 0.6, '2005__132__136': 0.55, 'no_time': 0.15})",former__21__27,12,0.5922992500592374,0.6,0.0
114.15,2005__132__136###former__21__27,bbc_20130322_1150,"`` i do n't often use that word but then it is not very often that you get to meet one , '' he said .","`` I do n't often use that word but then it is not very often that you get to meet one , '' he said .",14,0,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'former__21__27': 12, '2005__132__136': 11, 'no_time': 3})",26,3,20,0.4783923726919492,"Counter({'former__21__27': 0.5922992500592374, '2005__132__136': 0.5889891254858235, 'no_time': 0.16474720352009392})",0.471942355570064,"Counter({'former__21__27': 0.6, '2005__132__136': 0.55, 'no_time': 0.15})",no_time,3,0.16474720352009392,0.15,0.0
28.25,2007__212__216###once__108__112###2007 .__212__218,nyt_20130321_cyprus,"a hasty expulsion from the euro zone would make the savings of the cypriot people all the more evanescent , once they are converted back into cypriot pounds , the currency cyprus used before adopting the euro in 2007 .","A hasty expulsion from the euro zone would make the savings of the Cypriot people all the more evanescent , once they are converted back into Cypriot pounds , the currency Cyprus used before adopting the euro in 2007 .",20,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'2007__212__216': 15, '2007 .__212__218': 9, 'once__108__112': 8, 'no_time': 1})",33,4,20,0.567470272692481,"Counter({'2007__212__216': 0.8064717138521756, '2007 .__212__218': 0.48439675488798656, 'once__108__112': 0.4151037789173683, 'no_time': 0.028693911250442863})",0.5119041968535961,"Counter({'2007__212__216': 0.75, '2007 .__212__218': 0.45, 'once__108__112': 0.4, 'no_time': 0.05})",2007__212__216,15,0.8064717138521756,0.75,1.0
