duration,input.all_runs_events,input.doc_id,input.lowercase_sentence,input.sentence,input.sentence_id,job,output.selectedtags_desc,output.selectedtags_desc.annotations,output.selectedtags_desc.unique_annotations,worker,uqs,unit_annotation_score,uqs_initial,unit_annotation_score_initial,validated_event,no_of_annotations,validated_event_final_score,validated_event_initial_score,Experts
55.6,denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,nyt_20130321_sarkozy,"mr. sarkozy has denied accepting illegal campaign funds from ms. bettencourt , either personally or through his party treasurer at the time , eric woerth , as alleged by her former butler 0","Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt , either personally or through his party treasurer at the time , Eric Woerth , as alleged by her former butler .",1,../../data/pilot_crowd_data/raw_data/f1321547_things_nomotivation,"Counter({'alleged__159__166': 12, 'denied accepting__16__32': 11, 'denied__16__22': 11, 'campaign__41__49': 6, 'accepting__23__32': 6})",46,5,20,0.4897145514992024,"Counter({'alleged__159__166': 0.6747604790294887, 'denied__16__22': 0.615712375718868, 'denied accepting__16__32': 0.5572518941432865, 'accepting__23__32': 0.36781457733567957, 'campaign__41__49': 0.2920599166092823})",0.44447777843342207,"Counter({'alleged__159__166': 0.6, 'denied accepting__16__32': 0.55, 'denied__16__22': 0.55, 'campaign__41__49': 0.3, 'accepting__23__32': 0.3})",campaign__41__49,6,0.2920599166092823,0.3,0.0
55.6,denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,nyt_20130321_sarkozy,"mr. sarkozy has denied accepting illegal campaign funds from ms. bettencourt , either personally or through his party treasurer at the time , eric woerth , as alleged by her former butler 0","Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt , either personally or through his party treasurer at the time , Eric Woerth , as alleged by her former butler .",1,../../data/pilot_crowd_data/raw_data/f1321547_things_nomotivation,"Counter({'alleged__159__166': 12, 'denied accepting__16__32': 11, 'denied__16__22': 11, 'campaign__41__49': 6, 'accepting__23__32': 6})",46,5,20,0.4897145514992024,"Counter({'alleged__159__166': 0.6747604790294887, 'denied__16__22': 0.615712375718868, 'denied accepting__16__32': 0.5572518941432865, 'accepting__23__32': 0.36781457733567957, 'campaign__41__49': 0.2920599166092823})",0.44447777843342207,"Counter({'alleged__159__166': 0.6, 'denied accepting__16__32': 0.55, 'denied__16__22': 0.55, 'campaign__41__49': 0.3, 'accepting__23__32': 0.3})",denied accepting__16__32,11,0.5572518941432865,0.55,0.0
55.6,denied__16__22###accepting__23__32###alleged__159__166###campaign__41__49###denied accepting__16__32,nyt_20130321_sarkozy,"mr. sarkozy has denied accepting illegal campaign funds from ms. bettencourt , either personally or through his party treasurer at the time , eric woerth , as alleged by her former butler 0","Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt , either personally or through his party treasurer at the time , Eric Woerth , as alleged by her former butler .",1,../../data/pilot_crowd_data/raw_data/f1321547_things_nomotivation,"Counter({'alleged__159__166': 12, 'denied accepting__16__32': 11, 'denied__16__22': 11, 'campaign__41__49': 6, 'accepting__23__32': 6})",46,5,20,0.4897145514992024,"Counter({'alleged__159__166': 0.6747604790294887, 'denied__16__22': 0.615712375718868, 'denied accepting__16__32': 0.5572518941432865, 'accepting__23__32': 0.36781457733567957, 'campaign__41__49': 0.2920599166092823})",0.44447777843342207,"Counter({'alleged__159__166': 0.6, 'denied accepting__16__32': 0.55, 'denied__16__22': 0.55, 'campaign__41__49': 0.3, 'accepting__23__32': 0.3})",no_event,0,0.0,0.0,0.0
36.75,called__41__47###decision__61__69###indicates__78__87###believes__103__111###crime__150__155###committed__138__147,nyt_20130321_sarkozy,"mr. sarkozy s lawyer , thierry herzog , called the judge s decision , which indicates that the judge believes that mr. sarkozy probably committed a crime , `` incoherent nan and `` unjust 0 nan","Mr. Sarkozy 's lawyer , Thierry Herzog , called the judge 's decision , which indicates that the judge believes that Mr. Sarkozy probably committed a crime , `` incoherent nan and `` unjust “ .",2,../../data/pilot_crowd_data/raw_data/f1321547_things_nomotivation,"Counter({'called__41__47': 14, 'decision__61__69': 13, 'crime__150__155': 12, 'indicates__78__87': 11, 'believes__103__111': 10, 'committed__138__147': 10})",70,6,20,0.6000583501216725,"Counter({'called__41__47': 0.7857993383346975, 'decision__61__69': 0.6928793341906087, 'crime__150__155': 0.6303832920527203, 'indicates__78__87': 0.5940701759304056, 'committed__138__147': 0.5690254326100919, 'believes__103__111': 0.5504835474855683})",0.5410974521299808,"Counter({'called__41__47': 0.7, 'decision__61__69': 0.65, 'crime__150__155': 0.6, 'indicates__78__87': 0.55, 'believes__103__111': 0.5, 'committed__138__147': 0.5})",called__41__47,14,0.7857993383346975,0.7,1.0
36.75,called__41__47###decision__61__69###indicates__78__87###believes__103__111###crime__150__155###committed__138__147,nyt_20130321_sarkozy,"mr. sarkozy s lawyer , thierry herzog , called the judge s decision , which indicates that the judge believes that mr. sarkozy probably committed a crime , `` incoherent nan and `` unjust 0 nan","Mr. Sarkozy 's lawyer , Thierry Herzog , called the judge 's decision , which indicates that the judge believes that Mr. Sarkozy probably committed a crime , `` incoherent nan and `` unjust “ .",2,../../data/pilot_crowd_data/raw_data/f1321547_things_nomotivation,"Counter({'called__41__47': 14, 'decision__61__69': 13, 'crime__150__155': 12, 'indicates__78__87': 11, 'believes__103__111': 10, 'committed__138__147': 10})",70,6,20,0.6000583501216725,"Counter({'called__41__47': 0.7857993383346975, 'decision__61__69': 0.6928793341906087, 'crime__150__155': 0.6303832920527203, 'indicates__78__87': 0.5940701759304056, 'committed__138__147': 0.5690254326100919, 'believes__103__111': 0.5504835474855683})",0.5410974521299808,"Counter({'called__41__47': 0.7, 'decision__61__69': 0.65, 'crime__150__155': 0.6, 'indicates__78__87': 0.55, 'believes__103__111': 0.5, 'committed__138__147': 0.5})",decision__61__69,13,0.6928793341906087,0.65,1.0
36.75,called__41__47###decision__61__69###indicates__78__87###believes__103__111###crime__150__155###committed__138__147,nyt_20130321_sarkozy,"mr. sarkozy s lawyer , thierry herzog , called the judge s decision , which indicates that the judge believes that mr. sarkozy probably committed a crime , `` incoherent nan and `` unjust 0 nan","Mr. Sarkozy 's lawyer , Thierry Herzog , called the judge 's decision , which indicates that the judge believes that Mr. Sarkozy probably committed a crime , `` incoherent nan and `` unjust “ .",2,../../data/pilot_crowd_data/raw_data/f1321547_things_nomotivation,"Counter({'called__41__47': 14, 'decision__61__69': 13, 'crime__150__155': 12, 'indicates__78__87': 11, 'believes__103__111': 10, 'committed__138__147': 10})",70,6,20,0.6000583501216725,"Counter({'called__41__47': 0.7857993383346975, 'decision__61__69': 0.6928793341906087, 'crime__150__155': 0.6303832920527203, 'indicates__78__87': 0.5940701759304056, 'committed__138__147': 0.5690254326100919, 'believes__103__111': 0.5504835474855683})",0.5410974521299808,"Counter({'called__41__47': 0.7, 'decision__61__69': 0.65, 'crime__150__155': 0.6, 'indicates__78__87': 0.55, 'believes__103__111': 0.5, 'committed__138__147': 0.5})",indicates__78__87,11,0.5940701759304056,0.55,1.0
36.75,called__41__47###decision__61__69###indicates__78__87###believes__103__111###crime__150__155###committed__138__147,nyt_20130321_sarkozy,"mr. sarkozy s lawyer , thierry herzog , called the judge s decision , which indicates that the judge believes that mr. sarkozy probably committed a crime , `` incoherent nan and `` unjust 0 nan","Mr. Sarkozy 's lawyer , Thierry Herzog , called the judge 's decision , which indicates that the judge believes that Mr. Sarkozy probably committed a crime , `` incoherent nan and `` unjust “ .",2,../../data/pilot_crowd_data/raw_data/f1321547_things_nomotivation,"Counter({'called__41__47': 14, 'decision__61__69': 13, 'crime__150__155': 12, 'indicates__78__87': 11, 'believes__103__111': 10, 'committed__138__147': 10})",70,6,20,0.6000583501216725,"Counter({'called__41__47': 0.7857993383346975, 'decision__61__69': 0.6928793341906087, 'crime__150__155': 0.6303832920527203, 'indicates__78__87': 0.5940701759304056, 'committed__138__147': 0.5690254326100919, 'believes__103__111': 0.5504835474855683})",0.5410974521299808,"Counter({'called__41__47': 0.7, 'decision__61__69': 0.65, 'crime__150__155': 0.6, 'indicates__78__87': 0.55, 'believes__103__111': 0.5, 'committed__138__147': 0.5})",believes__103__111,10,0.5504835474855683,0.5,1.0
36.75,called__41__47###decision__61__69###indicates__78__87###believes__103__111###crime__150__155###committed__138__147,nyt_20130321_sarkozy,"mr. sarkozy s lawyer , thierry herzog , called the judge s decision , which indicates that the judge believes that mr. sarkozy probably committed a crime , `` incoherent nan and `` unjust 0 nan","Mr. Sarkozy 's lawyer , Thierry Herzog , called the judge 's decision , which indicates that the judge believes that Mr. Sarkozy probably committed a crime , `` incoherent nan and `` unjust “ .",2,../../data/pilot_crowd_data/raw_data/f1321547_things_nomotivation,"Counter({'called__41__47': 14, 'decision__61__69': 13, 'crime__150__155': 12, 'indicates__78__87': 11, 'believes__103__111': 10, 'committed__138__147': 10})",70,6,20,0.6000583501216725,"Counter({'called__41__47': 0.7857993383346975, 'decision__61__69': 0.6928793341906087, 'crime__150__155': 0.6303832920527203, 'indicates__78__87': 0.5940701759304056, 'committed__138__147': 0.5690254326100919, 'believes__103__111': 0.5504835474855683})",0.5410974521299808,"Counter({'called__41__47': 0.7, 'decision__61__69': 0.65, 'crime__150__155': 0.6, 'indicates__78__87': 0.55, 'believes__103__111': 0.5, 'committed__138__147': 0.5})",crime__150__155,12,0.6303832920527203,0.6,1.0
36.75,called__41__47###decision__61__69###indicates__78__87###believes__103__111###crime__150__155###committed__138__147,nyt_20130321_sarkozy,"mr. sarkozy s lawyer , thierry herzog , called the judge s decision , which indicates that the judge believes that mr. sarkozy probably committed a crime , `` incoherent nan and `` unjust 0 nan","Mr. Sarkozy 's lawyer , Thierry Herzog , called the judge 's decision , which indicates that the judge believes that Mr. Sarkozy probably committed a crime , `` incoherent nan and `` unjust “ .",2,../../data/pilot_crowd_data/raw_data/f1321547_things_nomotivation,"Counter({'called__41__47': 14, 'decision__61__69': 13, 'crime__150__155': 12, 'indicates__78__87': 11, 'believes__103__111': 10, 'committed__138__147': 10})",70,6,20,0.6000583501216725,"Counter({'called__41__47': 0.7857993383346975, 'decision__61__69': 0.6928793341906087, 'crime__150__155': 0.6303832920527203, 'indicates__78__87': 0.5940701759304056, 'committed__138__147': 0.5690254326100919, 'believes__103__111': 0.5504835474855683})",0.5410974521299808,"Counter({'called__41__47': 0.7, 'decision__61__69': 0.65, 'crime__150__155': 0.6, 'indicates__78__87': 0.55, 'believes__103__111': 0.5, 'committed__138__147': 0.5})",committed__138__147,10,0.5690254326100919,0.5,0.0
36.75,called__41__47###decision__61__69###indicates__78__87###believes__103__111###crime__150__155###committed__138__147,nyt_20130321_sarkozy,"mr. sarkozy s lawyer , thierry herzog , called the judge s decision , which indicates that the judge believes that mr. sarkozy probably committed a crime , `` incoherent nan and `` unjust 0 nan","Mr. Sarkozy 's lawyer , Thierry Herzog , called the judge 's decision , which indicates that the judge believes that Mr. Sarkozy probably committed a crime , `` incoherent nan and `` unjust “ .",2,../../data/pilot_crowd_data/raw_data/f1321547_things_nomotivation,"Counter({'called__41__47': 14, 'decision__61__69': 13, 'crime__150__155': 12, 'indicates__78__87': 11, 'believes__103__111': 10, 'committed__138__147': 10})",70,6,20,0.6000583501216725,"Counter({'called__41__47': 0.7857993383346975, 'decision__61__69': 0.6928793341906087, 'crime__150__155': 0.6303832920527203, 'indicates__78__87': 0.5940701759304056, 'committed__138__147': 0.5690254326100919, 'believes__103__111': 0.5504835474855683})",0.5410974521299808,"Counter({'called__41__47': 0.7, 'decision__61__69': 0.65, 'crime__150__155': 0.6, 'indicates__78__87': 0.55, 'believes__103__111': 0.5, 'committed__138__147': 0.5})",no_event,0,0.0,0.0,0.0
21.3,said__11__15###appeal__25__31###appeal .__25__33,nyt_20130321_sarkozy,the lawyer said he would appeal 0,The lawyer said he would appeal .,3,../../data/pilot_crowd_data/raw_data/f1321547_things_nomotivation,"Counter({'said__11__15': 16, 'appeal__25__31': 15, 'appeal .__25__33': 6})",37,3,20,0.7005880877051253,"Counter({'said__11__15': 0.8295543011824428, 'appeal__25__31': 0.7699281732670579, 'appeal .__25__33': 0.29989779184189747})",0.6764234642110616,"Counter({'said__11__15': 0.8, 'appeal__25__31': 0.75, 'appeal .__25__33': 0.3})",said__11__15,16,0.8295543011824428,0.8,1.0
21.3,said__11__15###appeal__25__31###appeal .__25__33,nyt_20130321_sarkozy,the lawyer said he would appeal 0,The lawyer said he would appeal .,3,../../data/pilot_crowd_data/raw_data/f1321547_things_nomotivation,"Counter({'said__11__15': 16, 'appeal__25__31': 15, 'appeal .__25__33': 6})",37,3,20,0.7005880877051253,"Counter({'said__11__15': 0.8295543011824428, 'appeal__25__31': 0.7699281732670579, 'appeal .__25__33': 0.29989779184189747})",0.6764234642110616,"Counter({'said__11__15': 0.8, 'appeal__25__31': 0.75, 'appeal .__25__33': 0.3})",appeal__25__31,15,0.7699281732670579,0.75,1.0
21.3,said__11__15###appeal__25__31###appeal .__25__33,nyt_20130321_sarkozy,the lawyer said he would appeal 0,The lawyer said he would appeal .,3,../../data/pilot_crowd_data/raw_data/f1321547_things_nomotivation,"Counter({'said__11__15': 16, 'appeal__25__31': 15, 'appeal .__25__33': 6})",37,3,20,0.7005880877051253,"Counter({'said__11__15': 0.8295543011824428, 'appeal__25__31': 0.7699281732670579, 'appeal .__25__33': 0.29989779184189747})",0.6764234642110616,"Counter({'said__11__15': 0.8, 'appeal__25__31': 0.75, 'appeal .__25__33': 0.3})",appeal .__25__33,6,0.2998977918418975,0.3,0.0
21.3,said__11__15###appeal__25__31###appeal .__25__33,nyt_20130321_sarkozy,the lawyer said he would appeal 0,The lawyer said he would appeal .,3,../../data/pilot_crowd_data/raw_data/f1321547_things_nomotivation,"Counter({'said__11__15': 16, 'appeal__25__31': 15, 'appeal .__25__33': 6})",37,3,20,0.7005880877051253,"Counter({'said__11__15': 0.8295543011824428, 'appeal__25__31': 0.7699281732670579, 'appeal .__25__33': 0.29989779184189747})",0.6764234642110616,"Counter({'said__11__15': 0.8, 'appeal__25__31': 0.75, 'appeal .__25__33': 0.3})",no_event,0,0.0,0.0,0.0
41.35,ruling__4__10###mean__32__36###lost__60__64###bid__81__84###stand__156__161###trial__162__167,nyt_20130321_sarkozy,"the ruling does not necessarily mean that mr. sarkozy , who lost his re-election bid last may and with it his presidential immunity from prosecution , will stand trial 0","The ruling does not necessarily mean that Mr. Sarkozy , who lost his re-election bid last May and with it his presidential immunity from prosecution , will stand trial .",4,../../data/pilot_crowd_data/raw_data/f1321547_things_nomotivation,"Counter({'lost__60__64': 14, 'ruling__4__10': 14, 'stand__156__161': 12, 'trial__162__167': 12, 'bid__81__84': 7, 'mean__32__36': 1})",60,6,20,0.5964376128991119,"Counter({'ruling__4__10': 0.7663119534070707, 'lost__60__64': 0.7470360880371459, 'trial__162__167': 0.621664786613305, 'stand__156__161': 0.5873619548516986, 'bid__81__84': 0.4067144531826039, 'mean__32__36': 0.06661033417043244})",0.5633300431039072,"Counter({'lost__60__64': 0.7, 'ruling__4__10': 0.7, 'stand__156__161': 0.6, 'trial__162__167': 0.6, 'bid__81__84': 0.35, 'mean__32__36': 0.05})",ruling__4__10,14,0.7663119534070707,0.7,1.0
