Doc Id,Sentence Id,Sentence,Lowercase Sentence,#Tokens,Stanford POS Tag,Stanford Lemma,Stanford Lower Lemma,#POS Tags,#Lemmas,#Events,#Time Expressions,# POS Tags VB,#Event Tokens,#Event Lemma
PRI19980205.2000.1998,2,Caroline Wyatt reports .,caroline wyatt reports .,4,NNP NNP NNS .,Caroline Wyatt report .,caroline wyatt report .,4,4,0,0.0,0.0,1.0,1.0
NYT19980206.0466,5,Clinton on Friday .,clinton on friday .,4,NNP IN NNP .,Clinton on Friday .,clinton on friday .,4,4,0,1.0,0.0,1.0,1.0
CNN19980227.2130.0067,3,Atlanta nineteen ninety-six .,atlanta nineteen ninety-six .,4,NNP CD CD .,Atlanta nineteen ninety-six .,atlanta nineteen ninety-six .,4,4,0,1.0,0.0,0.0,0.0
CNN19980227.2130.0067,6,January nineteen ninety-seven .,january nineteen ninety-seven .,4,NNP CD CD .,January nineteen ninety-seven .,january nineteen ninety-seven .,4,4,0,1.0,0.0,0.0,0.0
APW20000107.0318,8,Who is he ?,who is he ?,4,WP VBZ PRP .,who be he ?,who be he ?,4,4,0,0.0,1.0,1.0,1.0
NYT20000601.0442,21,Thank you . '',thank you . '',4,VB PRP . '',thank you . '',thank you . '',4,4,0,0.0,1.0,1.0,1.0
CNN19980213.2130.0155,1,Steve Hurst has that .,steve hurst has that .,5,NNP NNP VBZ DT .,Steve Hurst have that .,steve hurst have that .,5,5,0,0.0,1.0,1.0,1.0
ABC19980304.1830.1636,9,Being commander is different .,being commander is different .,5,VBG NN VBZ JJ .,be commander be different .,be commander be different .,5,5,0,0.0,2.0,3.0,3.0
ABC19980114.1830.0611,12,"Ah yes , sir .","ah yes , sir .",5,"NN RB , NN .","ah yes , sir .","ah yes , sir .",5,5,0,0.0,0.0,0.0,0.0
wsj_0923,3,Kyle manufactures electronic components .,kyle manufactures electronic components .,5,NNP VBZ JJ NNS .,Kyle manufacture electronic component .,kyle manufacture electronic component .,5,5,0,0.0,1.0,0.0,0.0
APW20000107.0318,9,He is no one .,he is no one .,5,PRP VBZ DT NN .,he be no one .,he be no one .,5,5,0,0.0,1.0,1.0,1.0
ABC19980114.1830.0611,18,Lisa Stark ABC news Washington,lisa stark abc news washington,5,NNP NNP NNP NN NNP,Lisa Stark ABC news Washington,lisa stark abc news washington,5,5,0,0.0,0.0,0.0,0.0
VOA19980331.1700.1533,18,This is VOA Today .,this is voa today .,5,DT VBZ NNP NNP .,this be VOA Today .,this be voa today .,5,5,0,0.0,1.0,1.0,1.0
NYT20000113.0267,17,Congress reconvenes Jan. 24 .,congress reconvenes jan. 24 .,5,NNP VBZ NNP CD .,Congress reconvene Jan. 24 .,congress reconvene jan. 24 .,5,5,0,1.0,1.0,0.0,0.0
APW19980818.0515,19,`` We are friends . '',`` we are friends . '',6,`` PRP VBP NNS . '',`` we be friend . '',`` we be friend . '',6,6,0,0.0,1.0,1.0,1.0
VOA19980305.1800.2603,3,Lisa Schlein reports from Geneva .,lisa schlein reports from geneva .,6,NNP NNP VBZ IN NNP .,Lisa Schlein report from Geneva .,lisa schlein report from geneva .,6,6,0,0.0,1.0,1.0,1.0
ABC19980304.1830.1636,18,"Ned Potter , ABC News .","ned potter , abc news .",6,"NNP NNP , NNP NNP .","Ned Potter , ABC News .","ned potter , abc news .",6,6,0,0.0,0.0,0.0,0.0
wsj_0670,4,Revenue was $ 778.6 million .,revenue was $ 778.6 million .,6,NN VBD $ CD CD .,revenue be $ 778.6 million .,revenue be $ 778.6 million .,6,6,0,0.0,1.0,2.0,2.0
APW20000405.0276,2,`` It is inevitable . '',`` it is inevitable . '',6,`` PRP VBZ JJ . '',`` it be inevitable . '',`` it be inevitable . '',6,6,0,0.0,1.0,2.0,2.0
NYT19980907.0112,24,It was more pristine . '',it was more pristine . '',6,PRP VBD RBR JJ . '',it be more pristine . '',it be more pristine . '',6,6,0,0.0,1.0,1.0,1.0
VOA19980303.1600.0917,7,"Purnell Murdock , VOA News .","purnell murdock , voa news .",6,"NNP NNP , NNP NNP .","Purnell Murdock , VOA News .","purnell murdock , voa news .",6,6,0,0.0,0.0,0.0,0.0
APW20000210.0328,4,Both great-uncles live in Miami .,both great-uncles live in miami .,6,DT NNS VBP IN NNP .,both great-uncle live in Miami .,both great-uncle live in miami .,6,6,0,0.0,1.0,2.0,2.0
wsj_0570,13,The companies are automotive-emissions-testing concerns .,the companies are automotive-emissions-testing concerns .,6,DT NNS VBP JJ NNS .,the company be automotive-emissions-testing concern .,the company be automotive-emissions-testing concern .,6,6,0,0.0,1.0,2.0,2.0
APW20000107.0318,10,I am the father . '',i am the father . '',6,PRP VBP DT NN . '',I be the father . '',i be the father . '',6,6,0,0.0,1.0,0.0,1.0
CNN19980227.2130.0067,11,"Location , Birmingham , Alabama .","location , birmingham , alabama .",6,"NNP , NNP , NNP .","Location , Birmingham , Alabama .","location , birmingham , alabama .",6,6,0,0.0,0.0,0.0,0.0
CNN19980227.2130.0067,2,Pierre Thomas has the latest .,pierre thomas has the latest .,6,NNP NNP VBZ DT JJS .,Pierre Thomas have the latest .,pierre thomas have the latest .,6,6,0,0.0,1.0,1.0,1.0
NYT20000330.0406,6,`` But it is Cuba .,`` but it is cuba .,6,`` CC PRP VBZ NNP .,`` but it be Cuba .,`` but it be cuba .,6,6,0,0.0,1.0,1.0,1.0
APW20000328.0257,6,`` This is my home . '',`` this is my home . '',7,`` DT VBZ PRP$ NN . '',`` this be my home . '',`` this be my home . '',7,7,0,0.0,1.0,1.0,1.0
wsj_0169,1,The other concern was n't identified .,the other concern was n't identified .,7,DT JJ NN VBD RB VBN .,the other concern be not identify .,the other concern be not identify .,7,7,0,0.0,2.0,2.0,3.0
CNN19980126.1600.1104,7,I mean look at the stock .,i mean look at the stock .,7,PRP VBP NN IN DT NN .,I mean look at the stock .,i mean look at the stock .,7,7,0,0.0,1.0,3.0,3.0
wsj_0575,35,"`` Absolutely , '' he said .","`` absolutely , '' he said .",7,"`` RB , '' PRP VBD .","`` absolutely , '' he say .","`` absolutely , '' he say .",7,7,0,0.0,1.0,1.0,1.0
ABC19980108.1830.0711,27,"Still , there are few buyers .","still , there are few buyers .",7,"RB , EX VBP JJ NNS .","still , there be few buyer .","still , there be few buyer .",7,7,0,0.0,1.0,1.0,1.0
NYT20000403.0463,12,Federal officials made no immediate comment .,federal officials made no immediate comment .,7,NNP NNS VBD DT JJ NN .,Federal official make no immediate comment .,federal official make no immediate comment .,7,7,0,0.0,1.0,2.0,2.0
ABC19980108.1830.0711,23,Hotels are only thirty percent full .,hotels are only thirty percent full .,7,NNPS VBP RB CD NN JJ .,Hotels be only thirty percent full .,hotels be only thirty percent full .,7,7,0,0.0,1.0,1.0,1.0
ABC19980304.1830.1636,3,Here 's ABC 's Ned Potter .,here 's abc 's ned potter .,7,RB POS NNP POS NNP NNP .,here 's ABC 's Ned Potter .,here 's abc 's ned potter .,7,7,0,0.0,0.0,1.0,1.0
ABC19980114.1830.0611,2,ABC 's Lisa Stark has more .,abc 's lisa stark has more .,7,NNP POS NNP NNP VBZ RBR .,ABC 's Lisa Stark have more .,abc 's lisa stark have more .,7,7,0,0.0,1.0,1.0,1.0
wsj_0675,26,"Markets Stocks : Volume 170,330,000 shares .","markets stocks : volume 170,330,000 shares .",7,NNS NNS : NN CD NNS .,"market stock : volume 170,330,000 share .","market stock : volume 170,330,000 share .",7,7,0,0.0,0.0,0.0,1.0
AP900816-0139,36,The Iraqis also possess chemical weapons .,the iraqis also possess chemical weapons .,7,DT NNPS RB VBP NN NNS .,the Iraqis also possess chemical weapon .,the iraqis also possess chemical weapon .,7,7,0,0.0,1.0,0.0,0.0
ABC19980108.1830.0711,8,Here 's ABC 's Jim Laurie .,here 's abc 's jim laurie .,7,RB POS NNP POS NNP NNP .,here 's ABC 's Jim Laurie .,here 's abc 's jim laurie .,7,7,0,0.0,0.0,1.0,1.0
APW19980227.0476,3,"The decision , 3rd graf pvs .","the decision , 3rd graf pvs .",7,"DT NN , JJ NN NNS .","the decision , 3rd graf pv .","the decision , 3rd graf pv .",7,7,0,0.0,0.0,1.0,1.0
wsj_0938,22,`` Where 's the bid ? '',`` where 's the bid ? '',7,`` WRB VBZ DT NN . '',`` where be the bid ? '',`` where be the bid ? '',7,7,0,0.0,1.0,2.0,2.0
wsj_0798,3,The record date is Nov. 9 .,the record date is nov. 9 .,7,DT NN NN VBZ NNP CD .,the record date be Nov. 9 .,the record date be nov. 9 .,7,7,0,1.0,1.0,1.0,1.0
NYT20000105.0325,24,`` We have done that . '',`` we have done that . '',7,`` PRP VBP VBN IN . '',`` we have do that . '',`` we have do that . '',7,7,0,0.0,2.0,2.0,2.0
wsj_0991,2,Revenue was about $ 4.5 million .,revenue was about $ 4.5 million .,7,NN VBD IN $ CD CD .,revenue be about $ 4.5 million .,revenue be about $ 4.5 million .,7,7,0,0.0,1.0,2.0,2.0
CNN19980126.1600.1104,10,Good news for AT and T today .,good news for at and t today .,8,JJ NN IN NNP CC NN NN .,good news for AT and t today .,good news for at and t today .,8,8,0,1.0,0.0,2.0,2.0
WSJ900813-0157,59,-- Andy Pasztor contributed to this article .,-- andy pasztor contributed to this article .,8,: NNP NNP VBD TO DT NN .,-- Andy Pasztor contribute to this article .,-- andy pasztor contribute to this article .,8,8,0,0.0,1.0,1.0,1.0
wsj_0810,21,Paribas is Allianz 's lead French bank .,paribas is allianz 's lead french bank .,8,NNP VBZ NNP POS NN JJ NN .,Paribas be Allianz 's lead french bank .,paribas be allianz 's lead french bank .,8,8,0,0.0,1.0,1.0,1.0
wsj_0927,22,It will include Messrs. Schwarz and Maurer .,it will include messrs. schwarz and maurer .,8,PRP MD VB NNP NNP CC NNP .,it will include Messrs. Schwarz and Maurer .,it will include messrs. schwarz and maurer .,8,8,0,0.0,1.0,2.0,2.0
NYT20000414.0296,27,He 's been through a lot . '',he 's been through a lot . '',8,PRP VBZ VBN IN DT NN . '',he be be through a lot . '',he be be through a lot . '',8,8,0,0.0,2.0,2.0,2.0
CNN19980126.1600.1104,0,Major job cuts at AT and T .,major job cuts at at and t .,8,JJ NN NNS IN NNP CC NN .,major job cut at AT and t .,major job cut at at and t .,8,8,0,0.0,0.0,1.0,1.0
wsj_0159,7,"Dunkin' is based in Randolph , Mass. .","dunkin' is based in randolph , mass. .",8,"NNP VBZ VBN IN NNP , NNP .","Dunkin' be base in Randolph , Mass. .","dunkin' be base in randolph , mass. .",8,8,0,0.0,2.0,3.0,3.0
VOA19980305.1800.2603,24,"Lisa Schlein for VOA News , Geneva .","lisa schlein for voa news , geneva .",8,"NNP NNP IN NNP NNP , NNP .","Lisa Schlein for VOA News , Geneva .","lisa schlein for voa news , geneva .",8,8,0,0.0,0.0,1.0,1.0
wsj_0575,33,Utilities management is a major commercial niche .,utilities management is a major commercial niche .,8,NNS NN VBZ DT JJ JJ NN .,utility management be a major commercial niche .,utility management be a major commercial niche .,8,8,0,0.0,1.0,1.0,1.0
PRI19980306.2000.1675,8,"Karyn Coleman , BBC news , Pristina .","karyn coleman , bbc news , pristina .",8,"NNP NNP , NNP NN , NNP .","Karyn Coleman , BBC news , Pristina .","karyn coleman , bbc news , pristina .",8,8,0,0.0,0.0,0.0,0.0
AP900816-0139,14,Iraq has called them `` restrictees . '',iraq has called them `` restrictees . '',8,NNP VBZ VBN PRP `` NNS . '',Iraq have call they `` restrictee . '',iraq have call they `` restrictee . '',8,8,0,0.0,2.0,2.0,2.0
wsj_0152,5,Telerate provides an electronic financial information network .,telerate provides an electronic financial information network .,8,NNP VBZ DT JJ JJ NN NN .,Telerate provide a electronic financial information network .,telerate provide a electronic financial information network .,8,8,0,0.0,1.0,1.0,1.0
VOA19980303.1600.2745,20,"Jim Teple , VOA News , Miami .","jim teple , voa news , miami .",8,"NNP NNP , NNP NNP , NNP .","Jim Teple , VOA News , Miami .","jim teple , voa news , miami .",8,8,0,0.0,0.0,0.0,0.0
wsj_0816,21,Yield on the issue was 7.88 % .,yield on the issue was 7.88 % .,8,NN IN DT NN VBD CD NN .,yield on the issue be 7.88 % .,yield on the issue be 7.88 % .,8,8,0,0.0,1.0,2.0,3.0
PRI19980205.2000.1998,8,"Caroline Wyatt , BBC news , Bonn .","caroline wyatt , bbc news , bonn .",8,"NNP NNP , NNP NN , NNP .","Caroline Wyatt , BBC news , Bonn .","caroline wyatt , bbc news , bonn .",8,8,0,0.0,0.0,0.0,0.0
NYT20000224.0173,11,Elian should be with his father . '',elian should be with his father . '',8,NNP MD VB IN PRP$ NN . '',Elian should be with he father . '',elian should be with he father . '',8,8,0,0.0,1.0,1.0,1.0
NYT20000105.0325,31,`` But that 's his home . '',`` but that 's his home . '',8,`` CC DT VBZ PRP$ NN . '',`` but that be he home . '',`` but that be he home . '',8,8,0,0.0,1.0,1.0,1.0
ABC19980108.1830.0711,25,Three thousand dollar pearls for eight hundred dollars .,three thousand dollar pearls for eight hundred dollars .,9,CD CD NN NNS IN CD CD NNS .,three thousand dollar pearl for eight hundred dollar .,three thousand dollar pearl for eight hundred dollar .,9,9,0,0.0,0.0,1.0,1.0
wsj_0124,3,Edward L. Kane succeeded Mr. Taylor as chairman .,edward l. kane succeeded mr. taylor as chairman .,9,NNP NNP NNP VBD NNP NNP IN NN .,Edward L. Kane succeed Mr. Taylor as chairman .,edward l. kane succeed mr. taylor as chairman .,9,9,0,0.0,1.0,2.0,2.0
APW19980308.0201,9,They also share Islam with the ethnic Albanians .,they also share islam with the ethnic albanians .,9,PRP RB VBP NNP IN DT JJ NNS .,they also share Islam with the ethnic albanian .,they also share islam with the ethnic albanian .,9,9,0,0.0,1.0,1.0,1.0
APW20000107.0318,5,`` What right does that man have ? '',`` what right does that man have ? '',9,`` WP RB VBZ IN NN VB . '',`` what right do that man have ? '',`` what right do that man have ? '',9,9,0,0.0,2.0,1.0,2.0
ABC19980108.1830.0711,5,"In the Philippines , a four year low .","in the philippines , a four year low .",9,"IN DT NNPS , DT CD NN JJ .","in the Philippines , a four year low .","in the philippines , a four year low .",9,9,0,1.0,0.0,2.0,2.0
wsj_0695,3,Giant has interests in cement making and newsprint .,giant has interests in cement making and newsprint .,9,NNP VBZ NNS IN NN NN CC NN .,Giant have interest in cement making and newsprint .,giant have interest in cement making and newsprint .,9,9,0,0.0,1.0,2.0,3.0
APW19990312.0251,17,Now the alliance 's mission is more ill-defined .,now the alliance 's mission is more ill-defined .,9,RB DT NN POS NN VBZ RBR JJ .,now the alliance 's mission be more ill-defined .,now the alliance 's mission be more ill-defined .,9,9,0,0.0,1.0,2.0,2.0
wsj_0928,3,Sun 's results were slightly better than expectations .,sun 's results were slightly better than expectations .,9,NNP POS NNS VBD RB JJR IN NNS .,Sun 's result be slightly better than expectation .,sun 's result be slightly better than expectation .,9,9,0,0.0,1.0,3.0,3.0
ABC19980108.1830.0711,32,"Jim Laurie , ABC News , Hong Kong .","jim laurie , abc news , hong kong .",9,"NNP NNP , NNP NNP , NNP NNP .","Jim Laurie , ABC News , Hong Kong .","jim laurie , abc news , hong kong .",9,9,0,0.0,0.0,0.0,0.0
wsj_0610,17,`` Kellogg 's main problem is life style .,`` kellogg 's main problem is life style .,9,`` NNP POS JJ NN VBZ NN NN .,`` Kellogg 's main problem be life style .,`` kellogg 's main problem be life style .,9,9,0,0.0,1.0,2.0,2.0
wsj_0781,49,Andy Zipser in Dallas contributed to this article .,andy zipser in dallas contributed to this article .,9,NNP NNP IN NNP VBD TO DT NN .,Andy Zipser in Dallas contribute to this article .,andy zipser in dallas contribute to this article .,9,9,0,0.0,1.0,2.0,2.0
wsj_0610,0,This has n't been Kellogg Co. 's year .,this has n't been kellogg co. 's year .,9,DT VBZ RB VBN NNP NNP POS NN .,this have not be Kellogg Co. 's year .,this have not be kellogg co. 's year .,9,9,0,0.0,2.0,2.0,2.0
PRI19980303.2000.2550,31,"For The World , I 'm Nancy Marshalll .","for the world , i 'm nancy marshalll .",9,"IN DT NNP , PRP VBP NNP NNP .","for the World , I be Nancy Marshalll .","for the world , i be nancy marshalll .",9,9,0,0.0,1.0,1.0,2.0
PRI19980115.2000.0186,9,"Elaine Corey , NPR news , San Francisco .","elaine corey , npr news , san francisco .",9,"NNP NNP , NNP NN , NNP NNP .","Elaine Corey , NPR news , San Francisco .","elaine corey , npr news , san francisco .",9,9,0,0.0,0.0,0.0,0.0
wsj_0527,15,About $ 518 million of debt is affected .,about $ 518 million of debt is affected .,9,IN $ CD CD IN NN VBZ VBN .,about $ 518 million of debt be affect .,about $ 518 million of debt be affect .,9,9,0,0.0,2.0,2.0,2.0
APW20000107.0318,33,`` This is a volatile and difficult case .,`` this is a volatile and difficult case .,9,`` DT VBZ DT JJ CC JJ NN .,`` this be a volatile and difficult case .,`` this be a volatile and difficult case .,9,9,0,0.0,1.0,3.0,3.0
CNN19980213.2130.0155,14,"Steve Hurst , CNN , the state department .","steve hurst , cnn , the state department .",9,"NNP NNP , NNP , DT NN NN .","Steve Hurst , CNN , the state department .","steve hurst , cnn , the state department .",9,9,0,0.0,0.0,0.0,0.0
wsj_0263,2,The dividend had been five cents a share .,the dividend had been five cents a share .,9,DT NN VBD VBN CD NNS DT NN .,the dividend have be five cent a share .,the dividend have be five cent a share .,9,9,0,0.0,2.0,2.0,2.0
wsj_0584,29,BellSouth 's `` back-end protection was flawed previously .,bellsouth 's `` back-end protection was flawed previously .,9,NNP POS `` JJ NN VBD VBN RB .,BellSouth 's `` back-end protection be flaw previously .,bellsouth 's `` back-end protection be flaw previously .,9,9,0,0.0,2.0,2.0,2.0
wsj_0584,24,McCaw 's bid also has a similar clause .,mccaw 's bid also has a similar clause .,9,NNP POS NN RB VBZ DT JJ NN .,McCaw 's bid also have a similar clause .,mccaw 's bid also have a similar clause .,9,9,0,0.0,1.0,2.0,2.0
wsj_0266,4,BRUCE R. BENT President The Reserve Fund New York,bruce r. bent president the reserve fund new york,9,NNP NNP NNP NNP NNP NNP NNP NNP NNP,BRUCE R. BENT President The Reserve Fund New York,bruce r. bent president the reserve fund new york,9,9,0,0.0,0.0,0.0,0.0
wsj_0557,17,"Nestle S.A. is based in Vevey , Switzerland .","nestle s.a. is based in vevey , switzerland .",9,"NNP NNP VBZ VBN IN NNP , NNP .","Nestle S.A. be base in Vevey , Switzerland .","nestle s.a. be base in vevey , switzerland .",9,9,0,0.0,2.0,3.0,3.0
CNN19980222.1130.0084,0,"CNN headline news , I 'm Sachi Koto .","cnn headline news , i 'm sachi koto .",9,"NNP NN NN , PRP VBP NNP NNP .","CNN headline news , I be Sachi Koto .","cnn headline news , i be sachi koto .",9,9,0,0.0,1.0,0.0,1.0
APW19991008.0265,7,The U.S. Embassy in Pretoria had no comment .,the u.s. embassy in pretoria had no comment .,9,DT NNP NNP IN NNP VBD DT NN .,the U.S. Embassy in Pretoria have no comment .,the u.s. embassy in pretoria have no comment .,9,9,0,0.0,1.0,3.0,3.0
wsj_0555,1,The conversion price is $ 9.58 a share .,the conversion price is $ 9.58 a share .,9,DT NN NN VBZ $ CD DT NN .,the conversion price be $ 9.58 a share .,the conversion price be $ 9.58 a share .,9,9,0,0.0,1.0,2.0,2.0
ABC19980120.1830.0957,20,"For the Cuban government , that is the risk .","for the cuban government , that is the risk .",10,"IN DT JJ NN , WDT VBZ DT NN .","for the cuban government , that be the risk .","for the cuban government , that be the risk .",10,10,0,0.0,1.0,2.0,2.0
ea980120.1830.0071,0,Good evening from the central park in downtown Havana .,good evening from the central park in downtown havana .,10,JJ NN IN DT JJ NN IN NN NNP .,good evening from the central park in downtown Havana .,good evening from the central park in downtown havana .,10,10,0,0.0,0.0,2.0,2.0
APW20000107.0318,15,Burton is an outspoken critic of the Castro regime .,burton is an outspoken critic of the castro regime .,10,NNP VBZ DT JJ NN IN DT NNP NN .,Burton be a outspoken critic of the Castro regime .,burton be a outspoken critic of the castro regime .,10,10,0,0.0,1.0,1.0,1.0
wsj_0585,32,These big stocks greatly influence the Nasdaq Composite Index .,these big stocks greatly influence the nasdaq composite index .,10,DT JJ NNS RB VBP DT NNP NNP NNP .,these big stock greatly influence the Nasdaq Composite Index .,these big stock greatly influence the nasdaq composite index .,10,10,0,0.0,1.0,1.0,1.0
APW19980227.0468,4,"UR The ITAR-Tass , 4th graf pvs -LRB- pvs/ji -RRB-","ur the itar-tass , 4th graf pvs -lrb- pvs/ji -rrb-",10,"NN DT NN , JJ NN NNS -LRB- NNS -RRB-","ur the itar-tass , 4th graf pv -lrb- pvs/ji -rrb-","ur the itar-tass , 4th graf pv -lrb- pvs/ji -rrb-",10,10,0,0.0,0.0,0.0,0.0
wsj_0781,37,That 's four times as fast as the 386 .,that 's four times as fast as the 386 .,10,DT VBZ CD NNS IN JJ IN DT CD .,that be four time as fast as the 386 .,that be four time as fast as the 386 .,10,10,0,0.0,1.0,1.0,1.0
ABC19980108.1830.0711,26,A two hundred dollar wool jacket for fifty dollars .,a two hundred dollar wool jacket for fifty dollars .,10,DT CD CD NN NN NN IN CD NNS .,a two hundred dollar wool jacket for fifty dollar .,a two hundred dollar wool jacket for fifty dollar .,10,10,0,0.0,0.0,1.0,1.0
wsj_0583,33,Joann S. Lublin in London contributed to this article .,joann s. lublin in london contributed to this article .,10,NNP NNP NNP IN NNP VBD TO DT NN .,Joann S. Lublin in London contribute to this article .,joann s. lublin in london contribute to this article .,10,10,0,0.0,1.0,2.0,2.0
APW19991024.0075,5,It 's all of the other dark nights . '',it 's all of the other dark nights . '',10,PRP VBZ DT IN DT JJ JJ NNS . '',it be all of the other dark night . '',it be all of the other dark night . '',10,10,0,0.0,1.0,1.0,1.0
PRI19980115.2000.0186,2,NPR 's Elaine Corey has more from San Francisco .,npr 's elaine corey has more from san francisco .,10,NNP POS NNP NNP VBZ RBR IN NNP NNP .,NPR 's Elaine Corey have more from San Francisco .,npr 's elaine corey have more from san francisco .,10,10,0,0.0,1.0,1.0,1.0
NYT20000414.0296,3,"She is Fidel Castro 's younger sister , Juanita .","she is fidel castro 's younger sister , juanita .",10,"PRP VBZ NNP NNP POS JJR NN , NNP .","she be Fidel Castro 's younger sister , Juanita .","she be fidel castro 's younger sister , juanita .",10,10,0,0.0,1.0,1.0,1.0
wsj_0585,4,The SampP 500 is often used in arbitrage strategies .,the sampp 500 is often used in arbitrage strategies .,10,DT NN CD VBZ RB VBN IN NN NNS .,the sampp 500 be often use in arbitrage strategy .,the sampp 500 be often use in arbitrage strategy .,10,10,0,0.0,2.0,4.0,5.0
NYT20000224.0173,49,`` But the scars will always be there . '',`` but the scars will always be there . '',10,`` CC DT NNS MD RB VB RB . '',`` but the scar will always be there . '',`` but the scar will always be there . '',10,10,0,0.0,1.0,3.0,3.0
PRI19980205.2000.1890,7,For The World I 'm Nancy Marshall in Washington .,for the world i 'm nancy marshall in washington .,10,IN DT NN PRP VBP NNP NNP IN NNP .,for the world I be Nancy Marshall in Washington .,for the world i be nancy marshall in washington .,10,10,0,0.0,1.0,2.0,3.0
NYT20000330.0406,36,`` There are rules and regulations in this country .,`` there are rules and regulations in this country .,10,`` EX VBP NNS CC NNS IN DT NN .,`` there be rule and regulation in this country .,`` there be rule and regulation in this country .,10,10,0,0.0,1.0,2.0,2.0
NYT20000105.0325,28,`` This was a simple child custody case . '',`` this was a simple child custody case . '',10,`` DT VBD DT JJ NN NN NN . '',`` this be a simple child custody case . '',`` this be a simple child custody case . '',10,10,0,0.0,1.0,2.0,2.0
ea980120.1830.0071,3,Everything that happens in Cuba gets America 's attention .,everything that happens in cuba gets america 's attention .,10,NN WDT VBZ IN NNP VBZ NNP POS NN .,everything that happen in Cuba get America 's attention .,everything that happen in cuba get america 's attention .,10,10,0,0.0,2.0,3.0,3.0
APW19980809.0700,2,Another reason was the location _ a quiet tree-lined neighborhood .,another reason was the location _ a quiet tree-lined neighborhood .,11,DT NN VBD DT NN VBD DT JJ JJ NN .,another reason be the location _ a quiet tree-lined neighborhood .,another reason be the location _ a quiet tree-lined neighborhood .,11,11,0,0.0,2.0,1.0,1.0
wsj_0768,17,"Other funds hold a smattering of junk bonds , too .","other funds hold a smattering of junk bonds , too .",11,"JJ NNS VBP DT NN IN NN NNS , RB .","other fund hold a smattering of junk bond , too .","other fund hold a smattering of junk bond , too .",11,11,0,0.0,1.0,1.0,1.0
wsj_0557,15,"`` For them , it makes all kinds of sense .","`` for them , it makes all kinds of sense .",11,"`` IN PRP , PRP VBZ DT NNS IN NN .","`` for they , it make all kind of sense .","`` for they , it make all kind of sense .",11,11,0,0.0,1.0,3.0,3.0
wsj_0760,2,The company had a tax credit of $ 1.4 million .,the company had a tax credit of $ 1.4 million .,11,DT NN VBD DT NN NN IN $ CD CD .,the company have a tax credit of $ 1.4 million .,the company have a tax credit of $ 1.4 million .,11,11,0,0.0,1.0,1.0,1.0
wsj_0321,5,"StatesWest serves 10 cities in California , Arizona and Nevada .","stateswest serves 10 cities in california , arizona and nevada .",11,"NNP VBZ CD NNS IN NNP , NNP CC NNP .","StatesWest serve 10 city in California , Arizona and Nevada .","stateswest serve 10 city in california , arizona and nevada .",11,11,0,0.0,1.0,2.0,2.0
wsj_0637,8,Lead underwriter to the issue is Toronto Dominion Securities Inc. .,lead underwriter to the issue is toronto dominion securities inc. .,11,JJ NN TO DT NN VBZ NNP NNP NNP NNP .,lead underwriter to the issue be Toronto Dominion Securities Inc. .,lead underwriter to the issue be toronto dominion securities inc. .,11,11,0,0.0,1.0,1.0,1.0
