Doc Id,Sentence Id,Token Id Doc,Token Id Sent,Token,Lowercase Token,Start Offset,End Offset,Is Event,Event Id,Event Class,Tense,Aspect,Polarity,POS,POS Tag Stanford,Lemma Stanford,Lowercase Lemma Stanford,POS Tag,Is Time Expression,Time Expression Id,Time Expression Type,Time Expression Value,Token POS,Lemma POS
AP_20130322,0,18,18,the,the,79,82,0,O,O,O,O,O,O,DT,the,the,DT,0,O,O,O,the-DT,the-DT
AP_20130322,0,19,19,average,average,83,90,0,O,O,O,O,O,O,NN,average,average,NN,0,O,O,O,average-NN,average-NN
AP_20130322,0,20,20,toll,toll,91,95,0,O,O,O,O,O,O,NN,toll,toll,NN,0,O,O,O,toll-NN,toll-NN
AP_20130322,0,21,21,0,0,96,97,0,O,O,O,O,O,O,0,0,0,0,0,O,O,O,0-0,0-0
AP_20130322,1,22,1,The,the,0,3,0,O,O,O,O,O,O,DT,the,the,DT,0,O,O,O,the-DT,the-DT
AP_20130322,1,23,2,season,season,4,10,0,O,O,O,O,O,O,NN,season,season,NN,0,O,O,O,season-NN,season-NN
AP_20130322,1,24,3,started,started,11,18,1,e3,B-ASPECTUAL,PAST,NONE,POS,VERB,VBD,start,start,VB,0,O,O,O,started-VB,start-VB
AP_20130322,1,25,4,about,about,19,24,0,O,O,O,O,O,O,IN,about,about,IN,0,O,O,O,about-IN,about-IN
AP_20130322,1,26,5,a,a,25,26,0,O,O,O,O,O,O,DT,a,a,DT,1,t1,B-DURATION,P1M,a-DT,a-DT
AP_20130322,1,27,6,month,month,27,32,0,O,O,O,O,O,O,NN,month,month,NN,1,t1,I-DURATION,P1M,month-NN,month-NN
AP_20130322,1,28,7,earlier,earlier,33,40,0,O,O,O,O,O,O,RBR,earlier,earlier,RB,0,O,O,O,earlier-RB,earlier-RB
AP_20130322,1,29,8,than,than,41,45,0,O,O,O,O,O,O,IN,than,than,IN,0,O,O,O,than-IN,than-IN
AP_20130322,1,30,9,usual,usual,46,51,0,O,O,O,O,O,O,JJ,usual,usual,JJ,0,O,O,O,usual-JJ,usual-JJ
AP_20130322,1,31,10,",",",",52,53,0,O,O,O,O,O,O,",",",",",",",",0,O,O,O,",-,",",-,"
AP_20130322,1,32,11,sparking,sparking,54,62,1,e4,B-ASPECTUAL,PRESPART,NONE,POS,VERB,VBG,spark,spark,VB,0,O,O,O,sparking-VB,spark-VB
AP_20130322,1,33,12,concerns,concerns,63,71,0,O,O,O,O,O,O,NNS,concern,concern,NN,0,O,O,O,concerns-NN,concern-NN
AP_20130322,1,34,13,it,it,72,74,0,O,O,O,O,O,O,PRP,it,it,PRP,0,O,O,O,it-PRP,it-PRP
AP_20130322,1,35,14,might,might,75,80,0,O,O,O,O,O,O,MD,might,might,MD,0,O,O,O,might-MD,might-MD
AP_20130322,1,36,15,turn,turn,81,85,1,e5,B-OCCURRENCE,NONE,NONE,POS,VERB,VB,turn,turn,VB,0,O,O,O,turn-VB,turn-VB
AP_20130322,1,37,16,into,into,86,90,0,O,O,O,O,O,O,IN,into,into,IN,0,O,O,O,into-IN,into-IN
AP_20130322,1,38,17,the,the,91,94,0,O,O,O,O,O,O,DT,the,the,DT,0,O,O,O,the-DT,the-DT
AP_20130322,1,39,18,worst,worst,95,100,0,O,O,O,O,O,O,JJS,worst,worst,JJ,0,O,O,O,worst-JJ,worst-JJ
AP_20130322,1,40,19,in,in,101,103,0,O,O,O,O,O,O,IN,in,in,IN,0,O,O,O,in-IN,in-IN
AP_20130322,1,41,20,a,a,104,105,0,O,O,O,O,O,O,DT,a,a,DT,1,t2,B-DURATION,P10Y,a-DT,a-DT
AP_20130322,1,42,21,decade,decade,106,112,0,O,O,O,O,O,O,NN,decade,decade,NN,1,t2,I-DURATION,P10Y,decade-NN,decade-NN
AP_20130322,1,43,22,0,0,113,114,0,O,O,O,O,O,O,0,0,0,0,0,O,O,O,0-0,0-0
AP_20130322,2,44,1,It,it,0,2,0,O,O,O,O,O,O,PRP,it,it,PRP,0,O,O,O,it-PRP,it-PRP
AP_20130322,2,45,2,ended,ended,3,8,1,e6,B-ASPECTUAL,PAST,NONE,POS,VERB,VBD,end,end,VB,0,O,O,O,ended-VB,end-VB
AP_20130322,2,46,3,up,up,9,11,0,O,O,O,O,O,O,RP,up,up,RP,0,O,O,O,up-RP,up-RP
AP_20130322,2,47,4,being,being,12,17,0,O,O,O,O,O,O,VBG,be,be,VB,0,O,O,O,being-VB,be-VB
AP_20130322,2,48,5,very,very,18,22,0,O,O,O,O,O,O,RB,very,very,RB,0,O,O,O,very-RB,very-RB
AP_20130322,2,49,6,hard,hard,23,27,0,O,O,O,O,O,O,RB,hard,hard,RB,0,O,O,O,hard-RB,hard-RB
AP_20130322,2,50,7,on,on,28,30,0,O,O,O,O,O,O,IN,on,on,IN,0,O,O,O,on-IN,on-IN
AP_20130322,2,51,8,the,the,31,34,0,O,O,O,O,O,O,DT,the,the,DT,0,O,O,O,the-DT,the-DT
AP_20130322,2,52,9,elderly,elderly,35,42,0,O,O,O,O,O,O,JJ,elderly,elderly,JJ,0,O,O,O,elderly-JJ,elderly-JJ
AP_20130322,2,53,10,",",",",43,44,0,O,O,O,O,O,O,",",",",",",",",0,O,O,O,",-,",",-,"
AP_20130322,2,54,11,but,but,45,48,0,O,O,O,O,O,O,CC,but,but,CC,0,O,O,O,but-CC,but-CC
AP_20130322,2,55,12,was,was,49,52,0,O,O,O,O,O,O,VBD,be,be,VB,0,O,O,O,was-VB,be-VB
AP_20130322,2,56,13,moderately,moderately,53,63,0,O,O,O,O,O,O,RB,moderately,moderately,RB,0,O,O,O,moderately-RB,moderately-RB
AP_20130322,2,57,14,severe,severe,64,70,0,O,O,O,O,O,O,JJ,severe,severe,JJ,0,O,O,O,severe-JJ,severe-JJ
AP_20130322,2,58,15,overall,overall,71,78,0,O,O,O,O,O,O,JJ,overall,overall,JJ,0,O,O,O,overall-JJ,overall-JJ
AP_20130322,2,59,16,",",",",79,80,0,O,O,O,O,O,O,",",",",",",",",0,O,O,O,",-,",",-,"
AP_20130322,2,60,17,according,according,81,90,1,e7,B-REPORTING,PRESENT,PROGRESSIVE,POS,VERB,VBG,accord,accord,VB,0,O,O,O,according-VB,accord-VB
AP_20130322,2,61,18,to,to,91,93,0,O,O,O,O,O,O,TO,to,to,TO,0,O,O,O,to-TO,to-TO
AP_20130322,2,62,19,the,the,94,97,0,O,O,O,O,O,O,DT,the,the,DT,0,O,O,O,the-DT,the-DT
AP_20130322,2,63,20,Centers,centers,98,105,0,O,O,O,O,O,O,NNPS,Centers,centers,NN,0,O,O,O,centers-NN,centers-NN
AP_20130322,2,64,21,for,for,106,109,0,O,O,O,O,O,O,IN,for,for,IN,0,O,O,O,for-IN,for-IN
AP_20130322,2,65,22,Disease,disease,110,117,0,O,O,O,O,O,O,NNP,Disease,disease,NN,0,O,O,O,disease-NN,disease-NN
AP_20130322,2,66,23,Control,control,118,125,0,O,O,O,O,O,O,NNP,Control,control,NN,0,O,O,O,control-NN,control-NN
AP_20130322,2,67,24,and,and,126,129,0,O,O,O,O,O,O,CC,and,and,CC,0,O,O,O,and-CC,and-CC
AP_20130322,2,68,25,Prevention,prevention,130,140,0,O,O,O,O,O,O,NNP,Prevention,prevention,NN,0,O,O,O,prevention-NN,prevention-NN
AP_20130322,2,69,26,0,0,141,142,0,O,O,O,O,O,O,0,0,0,0,0,O,O,O,0-0,0-0
AP_20130322,3,70,1,Six,six,0,3,0,O,O,O,O,O,O,CD,six,six,CD,0,O,O,O,six-CD,six-CD
AP_20130322,3,71,2,of,of,4,6,0,O,O,O,O,O,O,IN,of,of,IN,0,O,O,O,of-IN,of-IN
AP_20130322,3,72,3,the,the,7,10,0,O,O,O,O,O,O,DT,the,the,DT,0,O,O,O,the-DT,the-DT
AP_20130322,3,73,4,pediatric,pediatric,11,20,0,O,O,O,O,O,O,JJ,pediatric,pediatric,JJ,0,O,O,O,pediatric-JJ,pediatric-JJ
AP_20130322,3,74,5,deaths,deaths,21,27,1,e1000030,B-OCCURRENCE,NONE,NONE,POS,NOUN,NNS,death,death,NN,0,O,O,O,deaths-NN,death-NN
AP_20130322,3,75,6,were,were,28,32,0,O,O,O,O,O,O,VBD,be,be,VB,0,O,O,O,were-VB,be-VB
AP_20130322,3,76,7,reported,reported,33,41,1,e8,B-REPORTING,PAST,NONE,POS,VERB,VBN,report,report,VB,0,O,O,O,reported-VB,report-VB
AP_20130322,3,77,8,in,in,42,44,0,O,O,O,O,O,O,IN,in,in,IN,0,O,O,O,in-IN,in-IN
AP_20130322,3,78,9,the,the,45,48,0,O,O,O,O,O,O,DT,the,the,DT,1,t3,B-DATE,2013-W11,the-DT,the-DT
AP_20130322,3,79,10,last,last,49,53,0,O,O,O,O,O,O,JJ,last,last,JJ,1,t3,I-DATE,2013-W11,last-JJ,last-JJ
AP_20130322,3,80,11,week,week,54,58,0,O,O,O,O,O,O,NN,week,week,NN,1,t3,I-DATE,2013-W11,week-NN,week-NN
AP_20130322,3,81,12,",",",",59,60,0,O,O,O,O,O,O,",",",",",",",",0,O,O,O,",-,",",-,"
AP_20130322,3,82,13,and,and,61,64,0,O,O,O,O,O,O,CC,and,and,CC,0,O,O,O,and-CC,and-CC
AP_20130322,3,83,14,it,it,65,67,0,O,O,O,O,O,O,PRP,it,it,PRP,0,O,O,O,it-PRP,it-PRP
AP_20130322,3,84,15,`s,`s,68,70,0,O,O,O,O,O,O,VBZ,be,be,VB,0,O,O,O,`s-VB,be-VB
AP_20130322,3,85,16,possible,possible,71,79,0,O,O,O,O,O,O,JJ,possible,possible,JJ,0,O,O,O,possible-JJ,possible-JJ
AP_20130322,3,86,17,there,there,80,85,0,O,O,O,O,O,O,EX,there,there,EX,0,O,O,O,there-EX,there-EX
AP_20130322,3,87,18,will,will,86,90,0,O,O,O,O,O,O,MD,will,will,MD,0,O,O,O,will-MD,will-MD
AP_20130322,3,88,19,be,be,91,93,0,O,O,O,O,O,O,VB,be,be,VB,0,O,O,O,be-VB,be-VB
AP_20130322,3,89,20,more,more,94,98,0,O,O,O,O,O,O,RBR,more,more,RB,0,O,O,O,more-RB,more-RB
AP_20130322,3,90,21,",",",",99,100,0,O,O,O,O,O,O,",",",",",",",",0,O,O,O,",-,",",-,"
AP_20130322,3,91,22,said,said,101,105,1,e9,B-REPORTING,PAST,NONE,POS,VERB,VBD,say,say,VB,0,O,O,O,said-VB,say-VB
AP_20130322,3,92,23,the,the,106,109,0,O,O,O,O,O,O,DT,the,the,DT,0,O,O,O,the-DT,the-DT
AP_20130322,3,93,24,CDC,cdc,110,113,0,O,O,O,O,O,O,NNP,CDC,cdc,NN,0,O,O,O,cdc-NN,cdc-NN
AP_20130322,3,94,25,`s,`s,114,116,0,O,O,O,O,O,O,POS,`s,`s,POS,0,O,O,O,`s-POS,`s-POS
AP_20130322,3,95,26,Dr.,dr.,117,120,0,O,O,O,O,O,O,NNP,Dr.,dr.,NN,0,O,O,O,dr.-NN,dr.-NN
AP_20130322,3,96,27,Michael,michael,121,128,0,O,O,O,O,O,O,NNP,Michael,michael,NN,0,O,O,O,michael-NN,michael-NN
AP_20130322,3,97,28,Jhung,jhung,129,134,0,O,O,O,O,O,O,NNP,Jhung,jhung,NN,0,O,O,O,jhung-NN,jhung-NN
AP_20130322,3,98,29,said,said,135,139,1,e10,B-REPORTING,PAST,NONE,POS,VERB,VBD,say,say,VB,0,O,O,O,said-VB,say-VB
AP_20130322,3,99,30,Friday,friday,140,146,0,O,O,O,O,O,O,NNP,Friday,friday,NN,1,t4,B-DATE,2013-03-22,friday-NN,friday-NN
AP_20130322,3,100,31,0,0,147,148,0,O,O,O,O,O,O,0,0,0,0,0,O,O,O,0-0,0-0
AP_20130322,4,101,1,Roughly,roughly,0,7,0,O,O,O,O,O,O,RB,roughly,roughly,RB,0,O,O,O,roughly-RB,roughly-RB
AP_20130322,4,102,2,100,100,8,11,0,O,O,O,O,O,O,CD,100,100,CD,0,O,O,O,100-CD,100-CD
AP_20130322,4,103,3,children,children,12,20,0,O,O,O,O,O,O,NNS,child,child,NN,0,O,O,O,children-NN,child-NN
AP_20130322,4,104,4,die,die,21,24,1,e11,B-OCCURRENCE,PRESENT,NONE,POS,VERB,VB,die,die,VB,0,O,O,O,die-VB,die-VB
AP_20130322,4,105,5,in,in,25,27,0,O,O,O,O,O,O,IN,in,in,IN,0,O,O,O,in-IN,in-IN
AP_20130322,4,106,6,an,an,28,30,0,O,O,O,O,O,O,DT,a,a,DT,0,O,O,O,an-DT,a-DT
AP_20130322,4,107,7,average,average,31,38,0,O,O,O,O,O,O,JJ,average,average,JJ,0,O,O,O,average-JJ,average-JJ
AP_20130322,4,108,8,flu,flu,39,42,0,O,O,O,O,O,O,NN,flu,flu,NN,0,O,O,O,flu-NN,flu-NN
AP_20130322,4,109,9,season,season,43,49,0,O,O,O,O,O,O,NN,season,season,NN,0,O,O,O,season-NN,season-NN
AP_20130322,4,110,10,0,0,50,51,0,O,O,O,O,O,O,0,0,0,0,0,O,O,O,0-0,0-0
AP_20130322,5,111,1,One,one,0,3,0,O,O,O,O,O,O,CD,one,one,CD,0,O,O,O,one-CD,one-CD
AP_20130322,5,112,2,exception,exception,4,13,0,O,O,O,O,O,O,NN,exception,exception,NN,0,O,O,O,exception-NN,exception-NN
AP_20130322,5,113,3,was,was,14,17,0,O,O,O,O,O,O,VBD,be,be,VB,0,O,O,O,was-VB,be-VB
AP_20130322,5,114,4,the,the,18,21,0,O,O,O,O,O,O,DT,the,the,DT,0,O,O,O,the-DT,the-DT
AP_20130322,5,115,5,swine,swine,22,27,0,O,O,O,O,O,O,NNS,swine,swine,NN,0,O,O,O,swine-NN,swine-NN
AP_20130322,5,116,6,flu,flu,28,31,0,O,O,O,O,O,O,NN,flu,flu,NN,0,O,O,O,flu-NN,flu-NN
AP_20130322,5,117,7,pandemic,pandemic,32,40,1,e1000032,B-OCCURRENCE,NONE,NONE,POS,NOUN,NN,pandemic,pandemic,NN,0,O,O,O,pandemic-NN,pandemic-NN
AP_20130322,5,118,8,of,of,41,43,0,O,O,O,O,O,O,IN,of,of,IN,0,O,O,O,of-IN,of-IN
AP_20130322,5,119,9,2009,2009,44,48,0,O,O,O,O,O,O,CD,2009,2009,CD,1,t5,B-DATE,2009,2009-CD,2009-CD
AP_20130322,5,120,10,0,0,49,50,0,O,O,O,O,O,O,0,0,0,0,0,O,O,O,0-0,0-0
AP_20130322,5,121,11,2010,2010,51,55,0,O,O,O,O,O,O,CD,2010,2010,CD,1,t6,B-DATE,2010,2010-CD,2010-CD
AP_20130322,5,122,12,",",",",56,57,0,O,O,O,O,O,O,",",",",",",",",0,O,O,O,",-,",",-,"
AP_20130322,5,123,13,when,when,58,62,0,O,O,O,O,O,O,WRB,when,when,WDT,0,O,O,O,when-WDT,when-WDT
AP_20130322,5,124,14,348,348,63,66,0,O,O,O,O,O,O,CD,348,348,CD,0,O,O,O,348-CD,348-CD
AP_20130322,5,125,15,children,children,67,75,0,O,O,O,O,O,O,NNS,child,child,NN,0,O,O,O,children-NN,child-NN
AP_20130322,5,126,16,died,died,76,80,1,e12,B-OCCURRENCE,PAST,NONE,POS,VERB,VBD,die,die,VB,0,O,O,O,died-VB,die-VB
AP_20130322,5,127,17,0,0,81,82,0,O,O,O,O,O,O,0,0,0,0,0,O,O,O,0-0,0-0
AP_20130322,6,128,1,The,the,0,3,0,O,O,O,O,O,O,DT,the,the,DT,0,O,O,O,the-DT,the-DT
AP_20130322,6,129,2,CDC,cdc,4,7,0,O,O,O,O,O,O,NNP,CDC,cdc,NN,0,O,O,O,cdc-NN,cdc-NN
AP_20130322,6,130,3,recommends,recommends,8,18,1,e13,B-I_ACTION,PRESENT,NONE,POS,VERB,VBZ,recommend,recommend,VB,0,O,O,O,recommends-VB,recommend-VB
AP_20130322,6,131,4,that,that,19,23,0,O,O,O,O,O,O,IN,that,that,IN,0,O,O,O,that-IN,that-IN
AP_20130322,6,132,5,all,all,24,27,0,O,O,O,O,O,O,DT,all,all,DT,0,O,O,O,all-DT,all-DT
AP_20130322,6,133,6,children,children,28,36,0,O,O,O,O,O,O,NNS,child,child,NN,0,O,O,O,children-NN,child-NN
AP_20130322,6,134,7,ages,ages,37,41,0,O,O,O,O,O,O,NNS,age,age,NN,0,O,O,O,ages-NN,age-NN
AP_20130322,6,135,8,6,6,42,43,0,O,O,O,O,O,O,CD,6,6,CD,0,O,O,O,6-CD,6-CD
AP_20130322,6,136,9,months,months,44,50,0,O,O,O,O,O,O,NNS,month,month,NN,0,O,O,O,months-NN,month-NN
AP_20130322,6,137,10,and,and,51,54,0,O,O,O,O,O,O,CC,and,and,CC,0,O,O,O,and-CC,and-CC
AP_20130322,6,138,11,older,older,55,60,0,O,O,O,O,O,O,JJR,older,older,JJ,0,O,O,O,older-JJ,older-JJ
AP_20130322,6,139,12,be,be,61,63,0,O,O,O,O,O,O,VB,be,be,VB,0,O,O,O,be-VB,be-VB
AP_20130322,6,140,13,vaccinated,vaccinated,64,74,1,e2001,B-OCCURRENCE,INFINITIVE,NONE,POS,VERB,VBN,vaccinate,vaccinate,VB,0,O,O,O,vaccinated-VB,vaccinate-VB
AP_20130322,6,141,14,against,against,75,82,0,O,O,O,O,O,O,IN,against,against,IN,0,O,O,O,against-IN,against-IN
AP_20130322,6,142,15,flu,flu,83,86,0,O,O,O,O,O,O,NN,flu,flu,NN,0,O,O,O,flu-NN,flu-NN
AP_20130322,6,143,16,each,each,87,91,0,O,O,O,O,O,O,DT,each,each,DT,1,t8,B-SET,XXXX-WI,each-DT,each-DT
AP_20130322,6,144,17,season,season,92,98,0,O,O,O,O,O,O,NN,season,season,NN,1,t8,I-SET,XXXX-WI,season-NN,season-NN
AP_20130322,6,145,18,",",",",99,100,0,O,O,O,O,O,O,",",",",",",",",0,O,O,O,",-,",",-,"
AP_20130322,6,146,19,though,though,101,107,0,O,O,O,O,O,O,IN,though,though,IN,0,O,O,O,though-IN,though-IN
AP_20130322,6,147,20,only,only,108,112,0,O,O,O,O,O,O,RB,only,only,RB,0,O,O,O,only-RB,only-RB
AP_20130322,6,148,21,about,about,113,118,0,O,O,O,O,O,O,IN,about,about,IN,0,O,O,O,about-IN,about-IN
AP_20130322,6,149,22,half,half,119,123,0,O,O,O,O,O,O,NN,half,half,NN,0,O,O,O,half-NN,half-NN
AP_20130322,6,150,23,get,get,124,127,0,O,O,O,O,O,O,VB,get,get,VB,0,O,O,O,get-VB,get-VB
AP_20130322,6,151,24,a,a,128,129,0,O,O,O,O,O,O,DT,a,a,DT,0,O,O,O,a-DT,a-DT
AP_20130322,6,152,25,flu,flu,130,133,0,O,O,O,O,O,O,NN,flu,flu,NN,0,O,O,O,flu-NN,flu-NN
AP_20130322,6,153,26,shot,shot,134,138,0,O,O,O,O,O,O,NN,shot,shot,NN,0,O,O,O,shot-NN,shot-NN
AP_20130322,6,154,27,or,or,139,141,0,O,O,O,O,O,O,CC,or,or,CC,0,O,O,O,or-CC,or-CC
AP_20130322,6,155,28,nasal,nasal,142,147,0,O,O,O,O,O,O,JJ,nasal,nasal,JJ,0,O,O,O,nasal-JJ,nasal-JJ
AP_20130322,6,156,29,spray,spray,148,153,0,O,O,O,O,O,O,NN,spray,spray,NN,0,O,O,O,spray-NN,spray-NN
AP_20130322,6,157,30,0,0,154,155,0,O,O,O,O,O,O,0,0,0,0,0,O,O,O,0-0,0-0
AP_20130322,7,158,1,All,all,0,3,0,O,O,O,O,O,O,DT,all,all,DT,0,O,O,O,all-DT,all-DT
AP_20130322,7,159,2,but,but,4,7,0,O,O,O,O,O,O,CC,but,but,CC,0,O,O,O,but-CC,but-CC
AP_20130322,7,160,3,four,four,8,12,0,O,O,O,O,O,O,CD,four,four,CD,0,O,O,O,four-CD,four-CD
AP_20130322,7,161,4,of,of,13,15,0,O,O,O,O,O,O,IN,of,of,IN,0,O,O,O,of-IN,of-IN
AP_20130322,7,162,5,the,the,16,19,0,O,O,O,O,O,O,DT,the,the,DT,0,O,O,O,the-DT,the-DT
AP_20130322,7,163,6,children,children,20,28,0,O,O,O,O,O,O,NNS,child,child,NN,0,O,O,O,children-NN,child-NN
AP_20130322,7,164,7,who,who,29,32,0,O,O,O,O,O,O,WP,who,who,WDT,0,O,O,O,who-WDT,who-WDT
AP_20130322,7,165,8,died,died,33,37,1,e16,B-OCCURRENCE,PAST,NONE,POS,VERB,VBD,die,die,VB,0,O,O,O,died-VB,die-VB
AP_20130322,7,166,9,were,were,38,42,0,O,O,O,O,O,O,VBD,be,be,VB,0,O,O,O,were-VB,be-VB
AP_20130322,7,167,10,old,old,43,46,0,O,O,O,O,O,O,JJ,old,old,JJ,0,O,O,O,old-JJ,old-JJ
AP_20130322,7,168,11,enough,enough,47,53,0,O,O,O,O,O,O,JJ,enough,enough,JJ,0,O,O,O,enough-JJ,enough-JJ
AP_20130322,7,169,12,to,to,54,56,0,O,O,O,O,O,O,TO,to,to,TO,0,O,O,O,to-TO,to-TO
AP_20130322,7,170,13,be,be,57,59,0,O,O,O,O,O,O,VB,be,be,VB,0,O,O,O,be-VB,be-VB
AP_20130322,7,171,14,vaccinated,vaccinated,60,70,1,e17,B-OCCURRENCE,INFINITIVE,NONE,POS,VERB,VBN,vaccinate,vaccinate,VB,0,O,O,O,vaccinated-VB,vaccinate-VB
AP_20130322,7,172,15,",",",",71,72,0,O,O,O,O,O,O,",",",",",",",",0,O,O,O,",-,",",-,"
AP_20130322,7,173,16,but,but,73,76,0,O,O,O,O,O,O,CC,but,but,CC,0,O,O,O,but-CC,but-CC
AP_20130322,7,174,17,90,90,77,79,0,O,O,O,O,O,O,CD,90,90,CD,0,O,O,O,90-CD,90-CD
AP_20130322,7,175,18,percent,percent,80,87,0,O,O,O,O,O,O,NN,percent,percent,NN,0,O,O,O,percent-NN,percent-NN
AP_20130322,7,176,19,of,of,88,90,0,O,O,O,O,O,O,IN,of,of,IN,0,O,O,O,of-IN,of-IN
AP_20130322,7,177,20,them,them,91,95,0,O,O,O,O,O,O,PRP,they,they,PRP,0,O,O,O,them-PRP,they-PRP
AP_20130322,7,178,21,did,did,96,99,0,O,O,O,O,O,O,VBD,do,do,VB,0,O,O,O,did-VB,do-VB
AP_20130322,7,179,22,not,not,100,103,0,O,O,O,O,O,O,RB,not,not,RB,0,O,O,O,not-RB,not-RB
AP_20130322,7,180,23,get,get,104,107,0,O,O,O,O,O,O,VB,get,get,VB,0,O,O,O,get-VB,get-VB
AP_20130322,7,181,24,vaccinated,vaccinated,108,118,1,e19,B-OCCURRENCE,PASTPART,NONE,NEG,VERB,VBN,vaccinate,vaccinate,VB,0,O,O,O,vaccinated-VB,vaccinate-VB
AP_20130322,7,182,25,",",",",119,120,0,O,O,O,O,O,O,",",",",",",",",0,O,O,O,",-,",",-,"
AP_20130322,7,183,26,CDC,cdc,121,124,0,O,O,O,O,O,O,NNP,CDC,cdc,NN,0,O,O,O,cdc-NN,cdc-NN
AP_20130322,7,184,27,officials,officials,125,134,0,O,O,O,O,O,O,NNS,official,official,NN,0,O,O,O,officials-NN,official-NN
AP_20130322,7,185,28,said,said,135,139,1,e20,B-REPORTING,PAST,NONE,POS,VERB,VBD,say,say,VB,0,O,O,O,said-VB,say-VB
AP_20130322,7,186,29,0,0,140,141,0,O,O,O,O,O,O,0,0,0,0,0,O,O,O,0-0,0-0
AP_20130322,8,187,1,This,this,0,4,0,O,O,O,O,O,O,DT,this,this,DT,1,t9,B-DATE,XXXX-WI,this-DT,this-DT
AP_20130322,8,188,2,year,year,5,9,0,O,O,O,O,O,O,NN,year,year,NN,1,t9,I-DATE,XXXX-WI,year-NN,year-NN
AP_20130322,8,189,3,`s,`s,10,12,0,O,O,O,O,O,O,POS,`s,`s,POS,0,O,O,O,`s-POS,`s-POS
AP_20130322,8,190,4,vaccine,vaccine,13,20,0,O,O,O,O,O,O,NN,vaccine,vaccine,NN,0,O,O,O,vaccine-NN,vaccine-NN
AP_20130322,8,191,5,was,was,21,24,0,O,O,O,O,O,O,VBD,be,be,VB,0,O,O,O,was-VB,be-VB
AP_20130322,8,192,6,considered,considered,25,35,1,e21,B-I_STATE,PAST,NONE,POS,VERB,VBN,consider,consider,VB,0,O,O,O,considered-VB,consider-VB
AP_20130322,8,193,7,effective,effective,36,45,0,O,O,O,O,O,O,JJ,effective,effective,JJ,0,O,O,O,effective-JJ,effective-JJ
AP_20130322,8,194,8,in,in,46,48,0,O,O,O,O,O,O,IN,in,in,IN,0,O,O,O,in-IN,in-IN
AP_20130322,8,195,9,children,children,49,57,0,O,O,O,O,O,O,NNS,child,child,NN,0,O,O,O,children-NN,child-NN
AP_20130322,8,196,10,",",",",58,59,0,O,O,O,O,O,O,",",",",",",",",0,O,O,O,",-,",",-,"
AP_20130322,8,197,11,though,though,60,66,0,O,O,O,O,O,O,IN,though,though,IN,0,O,O,O,though-IN,though-IN
AP_20130322,8,198,12,it,it,67,69,0,O,O,O,O,O,O,PRP,it,it,PRP,0,O,O,O,it-PRP,it-PRP
AP_20130322,8,199,13,did,did,70,73,0,O,O,O,O,O,O,VBD,do,do,VB,0,O,O,O,did-VB,do-VB
